AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;TEMPERATURA_MINIMA;TEMPERATURA_MAXIMA;TEMPERATURA_MEDIA
2016;2;ESPIEL-C.TÉRMICA;Andalucía;Córdoba;-3,7;20,7;9,188
2016;2;ESPOLLA 'LES ALBERES';Cataluña;Girona;-0,8;22,4;10,148
2016;2;ESPOLLA, LES ALBERES;Cataluña;Girona;-0,5;22,6;10,42
2016;2;ESTACA DE BARES;Galicia;A Coruña;5,1;15,6;10,768
2016;2;ESTEPONA;Andalucía;Málaga;5,4;23,7;14,752
2016;2;ESTERIBAR, EMBALSE DE EUGI;Comunidad Foral de Navarra;Navarra;-3,9;17,1;5,302
2016;2;ESTERRI DANEU;Cataluña;Lleida;-7,4;20,4;4,984
2016;2;EVC_MAÓ;Illes Balears;Illes Balears;6,8;22,2;13,286
2016;2;EVC_ZARRA;Comunitat Valenciana;Valencia/València;-2,3;15,0;5,636
2016;2;FERROL-A GRAÑA;Galicia;A Coruña;2,4;18,4;10,838
2016;2;FIGUERES, ELS ASPRES;Cataluña;Girona;-0,1;21,9;10,89
2016;2;FISTERRA;Galicia;A Coruña;4,6;14,9;9,971
2016;2;FOLGOSO DO COUREL;Galicia;Lugo;-2,8;16,9;6,403
2016;2;FONFRÍA;Aragón;Teruel;-7,6;16,6;4,074
2016;2;FONTMARTINA;Cataluña;Barcelona;-2,4;20,0;7,234
2016;2;FORMENTERA;Illes Balears;Illes Balears;2,3;21,8;13,784
2016;2;FORONDA-TXOKIZA;País Vasco;Araba/Álava;-5,4;17,0;6,245
2016;2;FORUA;País Vasco;Bizkaia;-1,0;19,6;9,55
2016;2;FRAGA;Aragón;Huesca;-1,6;21,7;10,121
2016;2;FREDES;Comunitat Valenciana;Castellón/Castelló;-6,0;14,5;4,809
2016;2;FREGENAL DE LA SIERRA;Extremadura;Badajoz;-3,4;18,9;8,421
2016;2;FRESNO DE CANTIESPINO;Castilla y León;Segovia;-7,1;14,3;4,14
2016;2;FRESNO DE SAYAGO;Castilla y León;Zamora;-5,7;14,4;5,24
2016;2;FUENCALIENTE;Castilla - La Mancha;Ciudad Real;-4,0;20,3;8,172
2016;2;FUENCALIENTE-SALINAS;Canarias;Santa Cruz de Tenerife;12,6;22,7;19,131
2016;2;FUENGIROLA;Andalucía;Málaga;7,3;20,4;14,752
2016;2;FUENTE ALAMO;Región de Murcia;Murcia;2,5;25,0;13,584
2016;2;FUENTE DE CANTOS;Extremadura;Badajoz;-2,5;18,0;8,619
2016;2;FUENTE DE PIEDRA;Andalucía;Málaga;-3,1;22,3;10,074
2016;2;FUENTE DÉ-TELEFÉRICO;Cantabria;Cantabria;-7,1;14,4;3,833
2016;2;FUENTE EL SOL;Castilla y León;Valladolid;-5,9;15,2;5,8
2016;2;FUENTE PALMERA-LOS ARROYONES;Andalucía;Córdoba;1,7;21,6;12,054
2016;2;FUENTES DE ANDALUCIA, EL TRAVIESO;Andalucía;Sevilla;0,5;21,1;11,636
2016;2;FUENTESAUCO;Castilla y León;Zamora;-4,2;14,2;5,681
2016;2;FUERTEVENTURA/AEROPUERTO;Canarias;Las Palmas;9,6;23,5;18,803
2016;2;GARGANTA LA OLLA;Extremadura;Cáceres;0,1;16,6;8,341
2016;2;GARRUCHA;Andalucía;Almería;5,3;24,3;14,934
2016;2;GAUCÍN;Andalucía;Málaga;-0,2;19,1;9,869
2016;2;GIJÓN, MUSEL;Principado de Asturias;Asturias;2,9;21,7;11,369
2016;2;GIJÓN-CAMPUS;Principado de Asturias;Asturias;-0,6;21,7;9,893
2016;2;GIRONA, AEROPUERTO;Cataluña;Girona;-2,6;23,5;9,589
2016;2;GIRONA, PARC DEL MIGDIA;Cataluña;Girona;-0,9;23,5;10,65
2016;2;GOTARRENDURA (AUTOMATICA);Castilla y León;Ávila;-7,2;13,7;4,997
2016;2;GRANADA-CARTUJA;Andalucía;Granada;-2,1;23,1;9,219
2016;2;GRANADA/AEROPUERTO;Andalucía;Granada;-4,0;23,5;9,297
2016;2;GRANADA/BASE AÉREA;Andalucía;Granada;-4,0;21,0;8,698
2016;2;GRANOLLERS;Cataluña;Barcelona;-0,2;20,8;11,083
2016;2;GRAZALEMA;Andalucía;Cádiz;-2,8;17,5;6,459
2016;2;GUADALAJARA;Castilla - La Mancha;Guadalajara;-5,4;17,7;7,402
2016;2;GUADALCANAL, CRISTO;Andalucía;Sevilla;-1,4;20,0;8,455
2016;2;GUADALUPE (AUTOMATICA);Extremadura;Cáceres;-2,0;17,4;8,629
2016;2;GUIJO DE GRANADILLA;Extremadura;Cáceres;-2,4;18,8;9,198
2016;2;GÜEÑES;País Vasco;Bizkaia;-2,7;18,5;8,626
2016;2;HARO;La Rioja;La Rioja;-3,5;16,7;7,247
2016;2;HARÍA-CEMENTERIO;Canarias;Las Palmas;8,8;22,3;15,44
2016;2;HELLÍN;Castilla - La Mancha;Albacete;-2,2;20,2;10,197
2016;2;HERMIGUA-DEPÓSITO AYUNTAMIENTO;Canarias;Santa Cruz de Tenerife;10,1;21,0;15,76
2016;2;HERRERA DEL DUQUE;Extremadura;Badajoz;-3,4;20,4;10,244
2016;2;HERVAS;Extremadura;Cáceres;-2,4;16,3;7,253
2016;2;HINOJOSA DEL DUQUE;Andalucía;Córdoba;-3,7;18,0;9,031
2016;2;HONDARRIBIA-MALKARROA;País Vasco;Gipuzkoa;-1,2;19,6;10,105
2016;2;HORTA DE SANT JOAN;Cataluña;Tarragona;-2,8;20,1;8,791
2016;2;HOYOS;Extremadura;Cáceres;-0,6;17,4;8,862
2016;2;HUELVA, RONDA ESTE;Andalucía;Huelva;0,6;23,9;12,791
2016;2;HUERCAL OVERA;Andalucía;Almería;0,1;23,6;12,81
2016;2;HUESCA;Aragón;Huesca;-4,0;17,8;7,74
2016;2;HUESCA, AEROPUERTO;Aragón;Huesca;-3,9;18,7;8,155
2016;2;HÍJAR, DEPÓSITO;Aragón;Teruel;-1,2;22,6;10,319
2016;2;IBIZA/ES CODOLÁ;Illes Balears;Illes Balears;2,5;22,0;13,397
2016;2;IRUN;País Vasco;Gipuzkoa;0,2;19,3;9,852
2016;2;IRURTZUN;Comunidad Foral de Navarra;Navarra;-3,8;17,8;6,878
2016;2;ISABA/IZABA;Comunidad Foral de Navarra;Navarra;-8,8;19,3;4,829
2016;2;IZAÑA;Canarias;Santa Cruz de Tenerife;-4,9;17,1;5,657
2016;2;JABALOYAS, DEPÓSITO;Aragón;Teruel;-7,7;15,1;3,452
2016;2;JACA;Aragón;Huesca;-7,4;19,3;4,733
2016;2;JALANCE;Comunitat Valenciana;Valencia/València;-5,6;20,6;10,188
2016;2;JARAICEJO;Extremadura;Cáceres;-0,8;17,1;8,61
2016;2;JAÉN;Andalucía;Jaén;-0,2;19,6;10,014
2016;2;JEREZ DE LA FRONTERA/AEROPUERTO;Andalucía;Cádiz;-2,4;22,3;12,219
2016;2;JEREZ DE LOS CABALLEROS;Extremadura;Badajoz;-2,5;20,3;9,909
2016;2;JIMENA DE LA FRONTERA-EL DORADO;Andalucía;Cádiz;-1,5;21,9;12,218
2016;2;JUMILLA  EL ALBAL;Región de Murcia;Murcia;-5,6;20,9;10,364
2016;2;JÁVEA, AYUNTAMIENTO;Comunitat Valenciana;Alicante/Alacant;-0,2;24,7;13,428
2016;2;LA ALDEA DE SAN NICOLAS;Canarias;Las Palmas;9,8;25,6;17,836
2016;2;LA ALMUNIA DE DOÑA GODINA;Aragón;Zaragoza;-2,4;19,1;9,326
2016;2;LA BISBAL (D'EMPORDA 3);Cataluña;Girona;-0,5;22,6;10,364
2016;2;LA COVATILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Salamanca;-11,3;15,7;-0,041
2016;2;LA GOMERA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;10,7;23,1;17,926
2016;2;LA MOLINA;Cataluña;Girona;-8,3;16,2;1,681
2016;2;LA OLIVA (CARRETERA DEL COTILLO);Canarias;Las Palmas;8,9;23,5;16,014
2016;2;LA OLIVA-PUERTO DE CORRALEJO;Canarias;Las Palmas;11,8;22,2;17,869
2016;2;LA PALMA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;11,5;23,0;18,681
2016;2;LA PINILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Segovia;-11,9;14,7;-0,034
2016;2;LA POBLA DE CERVOLES;Cataluña;Lleida;-2,6;17,7;7,595
2016;2;LA PUEBLA (SA CANOVA);Illes Balears;Illes Balears;0,0;22,5;11,716
2016;2;LA PUEBLA DE LOS INFANTES;Andalucía;Sevilla;-4,8;21,1;10,012
2016;2;LA RAMBLA,  PRIVILEGIO;Andalucía;Córdoba;-3,4;21,7;10,722
2016;2;LA RIBA DE ESCALOTE;Castilla y León;Soria;-9,4;14,6;4,283
2016;2;LA SEU D'URGELL;Cataluña;Lleida;-5,9;21,2;6,266
2016;2;LA VALL DE BIANYA (PUJALET);Cataluña;Girona;-4,0;24,0;8,147
2016;2;LABASTIDA;País Vasco;Araba/Álava;-4,6;16,1;6,76
2016;2;LAGUNAS DE SOMOZA;Castilla y León;León;-6,4;11,9;3,307
2016;2;LALASTRA;País Vasco;Araba/Álava;-11,2;13,5;4,016
2016;2;LALIN-CRISTIMIL;Galicia;Pontevedra;-2,4;16,9;7,516
2016;2;LANAJA, DEPÓSITO;Aragón;Huesca;-2,6;19,4;8,397
2016;2;LANJARÓN;Andalucía;Granada;-0,9;20,6;10,06
2016;2;LANZAROTE/AEROPUERTO;Canarias;Las Palmas;9,3;25,2;18,246
2016;2;LARRAGA;Comunidad Foral de Navarra;Navarra;-3,1;18,0;7,19
2016;2;LAS CABEZAS DE SAN JUAN (MAJOLETO AUTOMATICA);Andalucía;Sevilla;-0,9;22,5;12,16
2016;2;LAS ERAS;Castilla - La Mancha;Albacete;-3,9;18,7;8,49
2016;2;LAS MERCEDES-LLANO LOS LOROS;Canarias;Santa Cruz de Tenerife;4,5;21,3;11,717
2016;2;LAS PALMAS DE G.C. (TAFIRA CMT);Canarias;Las Palmas;9,9;21,9;16,022
2016;2;LAS PALMAS DE GC. PLAZA  DE LA FERIA;Canarias;Las Palmas;12,6;23,0;18,738
2016;2;LAS PALMAS DE GRAN CANARIA/GANDO;Canarias;Las Palmas;9,7;23,7;18,89
2016;2;LAS PALMAS G.C.,SAN CRISTÓBAL;Canarias;Las Palmas;10,5;25,6;18,415
2016;2;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;Canarias;Las Palmas;9,0;21,9;15,752
2016;2;LAUJAR DE ANDARAX;Andalucía;Almería;-3,6;18,5;7,083
2016;2;LECIÑENA;Aragón;Zaragoza;-3,5;20,2;7,888
2016;2;LEDESMA-ESTACAS;Castilla y León;Salamanca;-3,7;12,2;4,496
2016;2;LEGAZPI;País Vasco;Gipuzkoa;-2,9;17,1;6,65
2016;2;LEKEITIO,FARO;País Vasco;Bizkaia;1,4;19,4;10,569
2016;2;LES PLANES DHOSTOLES;Cataluña;Girona;-6,0;23,7;7,45
2016;2;LESTARTIT;Cataluña;Girona;1,9;19,5;10,886
2016;2;LEZA;País Vasco;Araba/Álava;-3,8;17,0;6,645
2016;2;LEÓN/AEROPUERTO;Castilla y León;León;-7,0;13,8;4,284
2016;2;LICERAS-CAÑADA DEHESA;Castilla y León;Soria;-8,7;13,1;4,112
2016;2;LINARES (VOR - AUTOMATICA);Andalucía;Jaén;-0,6;19,1;9,816
2016;2;LLANES;Principado de Asturias;Asturias;1,5;20,7;11,059
2016;2;LLEIDA;Cataluña;Lleida;-3,3;21,5;9,103
2016;2;LLERENA;Extremadura;Badajoz;-1,4;17,5;8,638
2016;2;LLIMIANA;Cataluña;Lleida;-3,9;19,9;7,571
2016;2;LLIRIA;Comunitat Valenciana;Valencia/València;-2,2;23,6;12,434
2016;2;LLORAC;Cataluña;Tarragona;-6,8;18,2;5,474
2016;2;LLUC;Illes Balears;Illes Balears;-3,5;20,2;8,788
2016;2;LLUCMAJOR II;Illes Balears;Illes Balears;2,0;21,9;11,7
2016;2;LLUCMAJOR-RADAR;Illes Balears;Illes Balears;5,4;22,1;12,995
2016;2;LOGROÑO, AEROPUERTO;La Rioja;La Rioja;-3,0;19,5;7,979
2016;2;LOJA;Andalucía;Granada;-2,1;22,8;10,169
2016;2;LORA DE ESTEPA (AUTOMATICA);Andalucía;Sevilla;-0,5;21,5;10,529
2016;2;LORCA;Región de Murcia;Murcia;0,8;23,3;12,243
2016;2;LOS ARCOS;Comunidad Foral de Navarra;Navarra;-3,4;17,8;7,576
2016;2;LUBIA-CEDER;Castilla y León;Soria;-7,8;17,7;4,107
2016;2;LUGO-COL.FINGOI;Galicia;Lugo;-1,6;20,0;7,669
2016;2;LUGO/ROZAS;Galicia;Lugo;-2,4;17,0;7,184
2016;2;MADRID, C. UNIVERSITARIA;Comunidad de Madrid;Madrid;-5,4;17,1;7,737
2016;2;MADRID,RETIRO;Comunidad de Madrid;Madrid;-2,5;16,2;8,367
2016;2;MADRID/BARAJAS;Comunidad de Madrid;Madrid;-5,5;17,7;8,088
2016;2;MADRID/CUATRO VIENTOS;Comunidad de Madrid;Madrid;-4,0;16,6;8,097
2016;2;MADRID/GETAFE;Comunidad de Madrid;Madrid;-4,4;16,8;8,398
2016;2;MADRID/TORREJÓN;Comunidad de Madrid;Madrid;-6,1;17,8;7,234
2016;2;MADRIDEJOS;Castilla - La Mancha;Toledo;-5,4;17,2;7,295
2016;2;MADRIGAL DE LA VERA;Extremadura;Cáceres;-1,3;19,6;9,367
2016;2;MANACOR-POLIESPORTIU;Illes Balears;Illes Balears;1,0;21,9;11,633
2016;2;MANDAYONA;Castilla - La Mancha;Guadalajara;-8,3;14,8;4,297
2016;2;MANILVA;Andalucía;Málaga;5,0;21,2;13,55
2016;2;MANRESA;Cataluña;Barcelona;-3,1;20,4;8,743
2016;2;MANRESA (LA CULLA);Cataluña;Barcelona;-2,6;20,5;9,341
2016;2;MARBELLA (PUERTO BANUS - AUTOMATICA);Andalucía;Málaga;6,2;21,4;14,459
2016;2;MARBELLA, CABOPINO;Andalucía;Málaga;6,7;20,9;14,314
2016;2;MARRATXÍ ES PINARET;Illes Balears;Illes Balears;2,7;22,6;12,421
2016;2;MARTINET;Cataluña;Lleida;-8,9;20,4;4,795
2016;2;MASPALOMAS;Canarias;Las Palmas;11,8;25,2;18,588
2016;2;MASSALUCA;Cataluña;Tarragona;-0,5;20,8;9,538
2016;2;MAZARICOS-A PICOTA;Galicia;A Coruña;0,0;15,2;8,209
2016;2;MAZARRÓN (I.O.E. - AUT.);Región de Murcia;Murcia;3,6;24,4;14,376
2016;2;MAÇANET DE CABRENYS;Cataluña;Girona;-1,7;19,4;8,6
2016;2;MEDINA DE POMAR;Castilla y León;Burgos;-5,7;17,2;6,505
2016;2;MEDINA DE RIOSECO;Castilla y León;Valladolid;-5,9;14,4;5,634
2016;2;MEDINA SIDONIA (EL HUNDIDO - AUTOMATICA);Andalucía;Cádiz;-1,6;24,0;12,598
2016;2;MELILLA;Melilla;Melilla;7,8;22,4;14,929
2016;2;MENORCA/AEROPUERTO;Illes Balears;Illes Balears;3,6;20,5;12,01
2016;2;MERCADAL;Illes Balears;Illes Balears;5,9;20,8;12,386
2016;2;MESÓN EROSA;Galicia;Ourense;-3,5;14,1;5,064
2016;2;MIERES-BAÍÑA;Principado de Asturias;Asturias;0,0;22,9;9,498
2016;2;MIGUELAÑEZ;Castilla y León;Segovia;-5,5;13,9;5,426
2016;2;MINAS DE ALMADÉN;Castilla - La Mancha;Ciudad Real;-1,9;20,9;9,583
2016;2;MIRA;Castilla - La Mancha;Cuenca;-8,3;19,4;6,041
2016;2;MIRAMAR;Comunitat Valenciana;Valencia/València;4,4;24,4;14,384
2016;2;MIRANDA DE EBRO;Castilla y León;Burgos;-4,8;18,9;7,458
2016;2;MIÑERA DE LUNA-EMBALSE;Castilla y León;León;-9,2;16,6;4,264
2016;2;MOGAN (PUERTO RICO);Canarias;Las Palmas;12,3;25,2;19,041
2016;2;MOGÁN, PUERTO II;Canarias;Las Palmas;11,8;23,9;18,617
2016;2;MOIÀ;Cataluña;Barcelona;-4,0;19,3;7,122
2016;2;MOLINA DE ARAGÓN;Castilla - La Mancha;Guadalajara;-9,3;17,2;4,355
2016;2;MOLINA DE SEGURA (LOS VALIENTES);Región de Murcia;Murcia;0,6;24,4;13,269
2016;2;MOLLERUSSA;Cataluña;Lleida;-3,2;20,3;8,63
2016;2;MONDOÑEDO;Galicia;Lugo;0,3;17,5;9,493
2016;2;MONESTERIO (AUTOMATICA);Extremadura;Badajoz;-2,6;17,9;7,838
2016;2;MONFORTE DE LEMOS;Galicia;Lugo;-2,6;19,7;8,329
2016;2;MONREAL/ELO, DEPÓSITO;Comunidad Foral de Navarra;Navarra;-3,3;16,4;6,048
2016;2;MONTALBÁN;Aragón;Teruel;-7,4;19,7;6,302
2016;2;MONTEAGUDO;Comunidad Foral de Navarra;Navarra;-3,0;19,3;7,962
2016;2;MONTEHERMOSO;Extremadura;Cáceres;-2,0;18,6;9,359
2016;2;MONTERROSO;Galicia;Lugo;0,2;13,3;5,961
2016;2;MONTERRUBIO DE LA DEMANDA;Castilla y León;Burgos;-7,3;14,6;3,758
2016;2;MONTORO,VEGA ARMIJO;Andalucía;Córdoba;-2,3;23,5;10,526
2016;2;MONTSERRAT;Cataluña;Barcelona;-3,4;17,0;7,381
2016;2;MORALES DEL TORO-DEPOSITO;Castilla y León;Zamora;-5,5;15,8;6,46
2016;2;MORON DE ALMAZAN;Castilla y León;Soria;-7,0;15,7;4,969
2016;2;MORÓN DE LA FRONTERA;Andalucía;Sevilla;-1,8;22,2;11,866
2016;2;MOSQUERUELA, DEPÓSITO;Aragón;Teruel;-8,2;16,7;3,724
2016;2;MOTILLA DEL PALANCAR;Castilla - La Mancha;Cuenca;-3,3;17,2;7,309
2016;2;MOTRIL,PUERTO NAÚTICO;Andalucía;Granada;6,6;22,9;15,15
2016;2;MUIÑOS-PRADO;Galicia;Ourense;-2,3;16,2;6,005
2016;2;MULA (P. BOMBEROS - AUT.);Región de Murcia;Murcia;-0,2;25,3;13,2
2016;2;MUNERA, SAN BARTOLOMÉ (AUTOMÁTICA);Castilla - La Mancha;Albacete;-7,8;16,8;5,826
2016;2;MUNIESA;Aragón;Teruel;-5,2;16,6;6,96
2016;2;MURCIA;Región de Murcia;Murcia;1,0;25,7;14,271
2016;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;-0,6;26,2;13,547
2016;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;1,5;24,4;13,84
2016;2;MURO-SALBUFERA;Illes Balears;Illes Balears;0,4;22,9;11,807
2016;2;MUTRIKU;País Vasco;Gipuzkoa;2,8;18,0;9,809
2016;2;MUÑOTELLO;Castilla y León;Ávila;-6,3;16,2;4,607
2016;2;MÁLAGA;Andalucía;Málaga;6,3;22,7;14,905
2016;2;MÁLAGA, CENTRO METEOROLÓGICO;Andalucía;Málaga;3,5;23,9;14,629
2016;2;MÁLAGA/AEROPUERTO;Andalucía;Málaga;2,9;23,9;14,528
2016;2;MÉRIDA;Extremadura;Badajoz;-2,4;21,0;10,409
2016;2;NAVACERRADA,PUERTO;Castilla y León;Segovia;-11,3;14,1;-0,319
2016;2;NAVAHERMOSA;Castilla - La Mancha;Toledo;-4,2;16,9;7,812
2016;2;NAVALMORAL DE LA MATA;Extremadura;Cáceres;-4,4;19,6;9,477
2016;2;NAVALVILLAR DE IBOR;Extremadura;Cáceres;-2,6;15,4;6,693
2016;2;NAVALVILLAR DE PELA;Extremadura;Badajoz;-2,6;18,7;10,024
2016;2;NAVARREDONDA DE GREDOS;Castilla y León;Ávila;-11,6;20,6;3,157
2016;2;NAVASCUÉS/NABASKOZE;Comunidad Foral de Navarra;Navarra;-7,5;20,4;5,602
2016;2;NAVASFRIAS;Castilla y León;Salamanca;-5,9;13,8;4,962
2016;2;NERJA (CUEVAS DE NERJA - AUTOMATICA);Andalucía;Málaga;5,4;23,0;14,55
2016;2;NESTARES;Cantabria;Cantabria;-13,0;15,6;3,934
2016;2;NOIA;Galicia;A Coruña;1,4;18,2;9,698
2016;2;NOVELDA;Comunitat Valenciana;Alicante/Alacant;1,8;23,9;13,729
2016;2;NUÑOMORAL;Extremadura;Cáceres;-3,5;18,9;8,179
2016;2;NÁJERA;La Rioja;La Rioja;-2,8;18,2;7,533
2016;2;O BARCO DE VALDEORRAS;Galicia;Ourense;-1,2;16,8;8,276
2016;2;O CARBALLIÑO;Galicia;Ourense;-3,4;18,6;7,076
2016;2;O PARAMO;Galicia;Lugo;-3,0;18,6;7,56
2016;2;O ROSAL;Galicia;Pontevedra;1,2;19,4;10,697
2016;2;OLITE/ERRIBERRI;Comunidad Foral de Navarra;Navarra;-2,5;18,7;7,348
2016;2;OLIVA;Comunitat Valenciana;Valencia/València;2,0;23,8;13,278
2016;2;OLIVENZA;Extremadura;Badajoz;0,7;19,2;9,967
2016;2;OLMEDO;Castilla y León;Valladolid;-6,9;15,6;6,319
2016;2;OLMEDO, DEPÓSITO AGUA;Castilla y León;Valladolid;-5,5;15,1;5,847
2016;2;OLVEGA-CAMINO VEGAFRÍA;Castilla y León;Soria;-8,1;15,7;4,855
2016;2;OLVERA-COOP.AGRÍCOLA;Andalucía;Cádiz;-0,4;22,0;10,36
2016;2;ONETA;Principado de Asturias;Asturias;0,4;15,8;8,178
2016;2;ONTINYENT;Comunitat Valenciana;Valencia/València;-1,0;23,6;11,933
2016;2;ORDIZIA;País Vasco;Gipuzkoa;-2,1;19,4;8,097
2016;2;ORIHUELA DESAMPARADOS;Comunitat Valenciana;Alicante/Alacant;1,1;25,9;13,869
2016;2;OROPESA,DEHESÓN DEL  ENCINAR;Castilla - La Mancha;Toledo;-6,6;18,6;8,437
2016;2;OROZ-BETELU/OROTZ-BETELU, DEPÓSITO;Comunidad Foral de Navarra;Navarra;-4,5;17,2;5,388
2016;2;OROZKO, IBARRA;País Vasco;Bizkaia;-3,6;19,7;8,247
2016;2;OS DE BALAGUER;Cataluña;Lleida;-6,9;19,6;7,26
2016;2;OSA DE LA VEGA (AUTOMÁTICA);Castilla - La Mancha;Cuenca;-6,6;14,7;6,674
2016;2;OSSA DE MONTIEL;Castilla - La Mancha;Albacete;-7,3;17,6;6,226
2016;2;OSUNA, SEA;Andalucía;Sevilla;2,0;21,4;11,974
2016;2;OURENSE;Galicia;Ourense;-1,1;20,3;9,591
2016;2;OURIA DE TARAMUNDI;Principado de Asturias;Asturias;-0,1;15,8;8,109
2016;2;OVIEDO;Principado de Asturias;Asturias;0,3;20,1;8,922
2016;2;PADRÓN;Galicia;A Coruña;-0,3;20,7;10,238
2016;2;PAJARES - VALGRANDE;Principado de Asturias;Asturias;-9,6;15,4;1,555
2016;2;PALACIOS DE LA SIERRA;Castilla y León;Burgos;-12,6;14,4;3,633
2016;2;PALENCIA-AUTILLA PINO;Castilla y León;Palencia;-6,6;13,0;4,454
2016;2;PALENCIA-GRANJA VIÑALTA;Castilla y León;Palencia;-6,2;15,3;5,903
2016;2;PALMA DE MALLORCA/SON SANT JOAN;Illes Balears;Illes Balears;-0,1;22,9;11,555
2016;2;PALMA-PORTOPÍ;Illes Balears;Illes Balears;5,5;22,4;13,709
2016;2;PALMA-UNIVERSITAT;Illes Balears;Illes Balears;-0,6;23,0;11,429
2016;2;PAMPLONA, AEROPUERTO;Comunidad Foral de Navarra;Navarra;-4,7;18,5;6,595
2016;2;PANTANO DE LA TOBA (AUTOMATICA);Castilla - La Mancha;Cuenca;-8,9;14,8;4,136
2016;2;PANTANO EL VADO;Castilla - La Mancha;Guadalajara;-8,0;17,4;5,843
2016;2;PEDRAZA DE ALBA-VALLELARGO;Castilla y León;Salamanca;-6,2;13,2;5,017
2016;2;PEDROSA DEL PRÍNCIPE;Castilla y León;Burgos;-6,0;15,2;5,329
2016;2;PEDROSILLO DE LOS AIRES-CASTILLEJO;Castilla y León;Salamanca;-6,0;13,3;5,116
2016;2;PEGO;Comunitat Valenciana;Alicante/Alacant;4,4;23,6;14,583
2016;2;PERALEDA DEL ZAUCEJO;Extremadura;Badajoz;-4,9;19,3;8,529
2016;2;PEÑAFIEL(FABRICA DE QUESOS);Castilla y León;Valladolid;-6,1;15,5;5,803
2016;2;PINAR-DEPÓSITO;Canarias;Santa Cruz de Tenerife;5,4;23,5;13,034
2016;2;PINOSO;Comunitat Valenciana;Alicante/Alacant;-4,5;21,5;9,904
2016;2;PIORNAL (AUTOMATICA);Extremadura;Cáceres;-4,9;16,6;4,314
2016;2;PLANOLES;Cataluña;Girona;-4,9;21,5;5,957
2016;2;PLASENCIA;Extremadura;Cáceres;-0,1;18,8;10,276
2016;2;POBRA DE TRIVES,SAN MAMEDE;Galicia;Ourense;-4,3;14,4;5,269
2016;2;POLA DE SOMIEDO-DEPURADORA;Principado de Asturias;Asturias;-2,8;17,3;6,591
2016;2;POLIENTES-CASYC;Cantabria;Cantabria;-8,0;15,7;5,623
2016;2;POLINYÀ DE XÚQUER;Comunitat Valenciana;Valencia/València;1,5;22,5;13,103
2016;2;POLLENÇA-POLIESPORTIU;Illes Balears;Illes Balears;1,1;24,2;12,45
2016;2;PONFERRADA;Castilla y León;León;-2,8;17,8;7,247
2016;2;PONTEAREAS-CANEDO;Galicia;Pontevedra;-2,3;19,5;9,366
2016;2;PONTEVEDRA;Galicia;Pontevedra;1,7;17,1;9,731
2016;2;PONTONS;Cataluña;Barcelona;-1,9;18,7;8,393
2016;2;PORQUERES;Cataluña;Girona;-3,2;21,9;8,645
2016;2;PORRERES;Illes Balears;Illes Balears;1,7;22,5;11,953
2016;2;PORT POLLENÇA-AERODROM;Illes Balears;Illes Balears;2,0;22,5;12,813
2016;2;PORTO DO SON (MONTE IROITE);Galicia;A Coruña;-0,2;15,2;6,903
2016;2;PORTOCOLOM;Illes Balears;Illes Balears;5,0;20,8;13,033
2016;2;POZUELO DE ALARCON (AUTOMÁTICA);Comunidad de Madrid;Madrid;-6,8;18,2;7,357
2016;2;POZUELO DE TABARA;Castilla y León;Zamora;-3,9;14,9;5,922
2016;2;PRATS DE LLUÇANÈS;Cataluña;Barcelona;-5,9;19,6;6,053
2016;2;PRIEGO DE CÓRDOBA, SAN FELIX;Andalucía;Córdoba;-3,6;22,0;9,229
2016;2;PUEBLA DE DON RODRIGO;Castilla - La Mancha;Ciudad Real;-2,9;19,5;8,31
2016;2;PUEBLA DE OBANDO (AUTOMATICA);Extremadura;Badajoz;-2,2;17,7;9,391
2016;2;PUERTO DE LA CRUZ;Canarias;Santa Cruz de Tenerife;11,6;23,9;18,247
2016;2;PUERTO DE LEITARIEGOS;Principado de Asturias;Asturias;-9,1;13,5;0,9
2016;2;PUERTO DE MOGÁN;Canarias;Las Palmas;10,9;24,8;18,959
2016;2;PUERTO DE SAN ISIDRO;Castilla y León;León;-12,3;15,6;0,974
2016;2;PUERTO DEL REY;Extremadura;Cáceres;-3,6;18,1;8,333
2016;2;PUERTO EL PICO;Castilla y León;Ávila;-13,1;19,0;2,636
2016;2;PUERTO LUMBRERAS;Región de Murcia;Murcia;0,8;22,3;12,741
2016;2;PUERTOLLANO;Castilla - La Mancha;Ciudad Real;-3,7;19,5;8,553
2016;2;PUNTA GALEA;País Vasco;Bizkaia;-0,2;19,0;9,984
2016;2;PUNTAGORDA;Canarias;Santa Cruz de Tenerife;7,1;23,7;13,869
2016;2;PÁJARA-PUERTO MORRO JABLE;Canarias;Las Palmas;8,9;26,3;17,734
2016;2;QUINTANAR DE LA ORDEN;Castilla - La Mancha;Toledo;-4,5;16,3;7,743
2016;2;QUINTO;Aragón;Zaragoza;-3,4;21,8;9,07
2016;2;RADES;Castilla y León;Segovia;-7,2;14,8;4,198
