AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;PRECIPITACION_ACUMULADA;INTENSIDAD_MAXIMA_PRECIPITACION
2017;4;SAN ANTOLIN DE IBIAS-LINARES;Principado de Asturias;Asturias;28,8;96
2017;4;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);Canarias;Las Palmas;32,0;96
2017;4;SAN BARTOLOME TIRAJANA (EL MATORRAL);Canarias;Las Palmas;7,2;84
2017;4;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;Canarias;Las Palmas;3,4;60
2017;4;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;Canarias;Las Palmas;17,6;72
2017;4;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;Canarias;Las Palmas;18,0;168
2017;4;SAN CLEMENTE;Castilla - La Mancha;Cuenca;0,0;0
2017;4;SAN FELICES DE BUELNA-TARRIBA;Cantabria;Cantabria;58,4;108
2017;4;SAN FERNANDO;Andalucía;Cádiz;42,2;126
2017;4;SAN JOSE DEL VALLE-PT GUADALCACÍN;Andalucía;Cádiz;18,4;60
2017;4;SAN JUAN RAMBLA-MIRADOR MAZAPÉ;Canarias;Santa Cruz de Tenerife;10,2;144
2017;4;SAN MATEO (CORRAL DE LOS JUNCOS);Canarias;Las Palmas;35,0;108
2017;4;SAN NICOLAS T.-TASARTE/COPARLITA;Canarias;Las Palmas;10,8;228
2017;4;SAN PABLO DE LOS MONTES;Castilla - La Mancha;Toledo;21,6;66
2017;4;SAN PEDRO MANRIQUE;Castilla y León;Soria;11,8;84
2017;4;SAN RAFAEL;Castilla y León;Segovia;15,4;84
2017;4;SAN ROQUE, SOTOGRANDE;Andalucía;Cádiz;176,6;528
2017;4;SAN SEBASTIAN DE LOS REYES;Comunidad de Madrid;Madrid;5,4;36
2017;4;SAN SEBASTIÁN DE LA GOMERA;Canarias;Santa Cruz de Tenerife;11,2;90
2017;4;SAN VICENTE, FARO;Cantabria;Cantabria;40,0;90
2017;4;SANT HILARI;Cataluña;Girona;51,6;204
2017;4;SANT JAUME;Cataluña;Tarragona;0,0;0
2017;4;SANT JOAN DE LABRITJA;Illes Balears;Illes Balears;11,8;156
2017;4;SANT JULIÀ DE VILATORTA;Cataluña;Barcelona;59,9;378
2017;4;SANT PAU DE SEGURIES;Cataluña;Girona;86,2;552
2017;4;SANTA CRUZ DE TENERIFE;Canarias;Santa Cruz de Tenerife;3,4;120
2017;4;SANTA ELENA;Andalucía;Jaén;0,0;0
2017;4;SANTA EULALIA  DEL CAMPO;Aragón;Teruel;9,8;108
2017;4;SANTA GADEA DE ALFOZ;Castilla y León;Burgos;16,4;60
2017;4;SANTA MARÍA;Illes Balears;Illes Balears;21,2;228
2017;4;SANTA SUSANNA;Cataluña;Barcelona;22,1;126
2017;4;SANTANDER AEROPUERTO;Cantabria;Cantabria;48,2;186
2017;4;SANTANDER I,CMT;Cantabria;Cantabria;27,8;168
2017;4;SANTANDER,CMT;Cantabria;Cantabria;28,2;96
2017;4;SANTANDER/PARAYAS;Cantabria;Cantabria;55,4;204
2017;4;SANTANYÍ;Illes Balears;Illes Balears;12,6;222
2017;4;SANTIAGO DE COMPOSTELA;Galicia;A Coruña;25,2;414
2017;4;SANTIAGO DE COMPOSTELA/LAVACOLLA;Galicia;A Coruña;19,2;138
2017;4;SANTIBAÑEZ DE VIDRIALES;Castilla y León;Zamora;3,2;24
2017;4;SARDÓN DE DUERO;Castilla y León;Valladolid;4,2;72
2017;4;SARGENTES DE LORA-CAMPO PETROLÍFERO;Castilla y León;Burgos;23,4;348
2017;4;SARIÑENA, DEPÓSITO;Aragón;Huesca;11,2;144
2017;4;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;Canarias;Santa Cruz de Tenerife;84,0;408
2017;4;SEGE;Castilla - La Mancha;Albacete;37,8;60
2017;4;SEGORBE, MASIA HOYA;Comunitat Valenciana;Castellón/Castelló;23,2;96
2017;4;SEGOVIA;Castilla y León;Segovia;9,8;144
2017;4;SEGURA;País Vasco;Gipuzkoa;60,8;108
2017;4;SEIRA;Aragón;Huesca;27,4;60
2017;4;SERRADILLA (AUTOMATICA);Extremadura;Cáceres;8,6;72
2017;4;SEVILLA/SAN PABLO;Andalucía;Sevilla;48,9;132
2017;4;SIERRA DE ALFABIA;Illes Balears;Illes Balears;18,8;66
2017;4;SIGÜENZA;Castilla - La Mancha;Guadalajara;14,6;132
2017;4;SILLEDA;Galicia;Pontevedra;13,2;144
2017;4;SILOS-DEPURADORA;Canarias;Santa Cruz de Tenerife;8,0;144
2017;4;SINEU-POLIESPORTIU;Illes Balears;Illes Balears;12,2;120
2017;4;SITGES, VALLCARCA;Cataluña;Barcelona;43,8;120
2017;4;SOBA-ALTO MIERA;Cantabria;Cantabria;99,2;96
2017;4;SOBRADO DOS MONXES;Galicia;A Coruña;25,4;84
2017;4;SOMOSIERRA;Comunidad de Madrid;Madrid;40,0;216
2017;4;SON SERVERA-CAN PEP MONJO;Illes Balears;Illes Balears;8,6;60
2017;4;SOPEIRA;Aragón;Huesca;27,8;96
2017;4;SOPUERTA;País Vasco;Bizkaia;71,0;84
2017;4;SORIA;Castilla y León;Soria;9,2;120
2017;4;SOS DEL REY CATÓLICO;Aragón;Zaragoza;15,9;72
2017;4;SOTILLO DE LA ADRADA;Castilla y León;Ávila;15,7;60
2017;4;SOTO DE VALDEÓN (AUTOMATICA);Castilla y León;León;21,0;72
2017;4;SOUTU, LA BARCA;Principado de Asturias;Asturias;27,0;96
2017;4;TABLADA;Andalucía;Sevilla;49,4;192
2017;4;TACORON-LAPILLAS-TORTUGA;Canarias;Santa Cruz de Tenerife;21,6;264
2017;4;TACORONTE-A S.E.A.;Canarias;Santa Cruz de Tenerife;8,0;96
2017;4;TALARN;Cataluña;Lleida;33,0;252
2017;4;TALAVERA DE LA REINA;Castilla - La Mancha;Toledo;14,2;96
2017;4;TAMA;Cantabria;Cantabria;19,2;48
2017;4;TAMARITE DE LITERA, LA MELUSA;Aragón;Huesca;26,4;300
2017;4;TARANCON;Castilla - La Mancha;Cuenca;8,8;120
2017;4;TARAZONA;Aragón;Zaragoza;6,8;132
2017;4;TARIFA;Andalucía;Cádiz;85,1;324
2017;4;TARRAGONA, FAC. GEOGRAFIA;Cataluña;Tarragona;19,6;108
2017;4;TEGUISE LA GRACIOSA-HELIPUERTO;Canarias;Las Palmas;0,0;0
2017;4;TEJEDA CASCO;Canarias;Las Palmas;13,7;174
2017;4;TEJEDA-CRUZ DE TEJEDA;Canarias;Las Palmas;15,4;108
2017;4;TELDE-CENTRO FORESTAL DORAMAS;Canarias;Las Palmas;30,2;588
2017;4;TELDE-MELENARA;Canarias;Las Palmas;0,4;12
2017;4;TEMBLEQUE;Castilla - La Mancha;Toledo;11,8;72
2017;4;TENERIFE-GÜIMAR;Canarias;Santa Cruz de Tenerife;3,8;60
2017;4;TENERIFE/LOS RODEOS;Canarias;Santa Cruz de Tenerife;2,0;18
2017;4;TENERIFE/SUR;Canarias;Santa Cruz de Tenerife;10,6;210
2017;4;TEROR-OSORIO;Canarias;Las Palmas;8,4;84
2017;4;TERUEL;Aragón;Teruel;7,0;36
2017;4;TIAS-LAS VEGAS;Canarias;Las Palmas;3,4;204
2017;4;TIELMES;Comunidad de Madrid;Madrid;2,4;36
2017;4;TIJARAFE-MIRADOR TIME;Canarias;Santa Cruz de Tenerife;32,8;252
2017;4;TINAJO-LOS DOLORES;Canarias;Las Palmas;0,0;0
2017;4;TOBARRA;Castilla - La Mancha;Albacete;32,6;72
2017;4;TOLEDO;Castilla - La Mancha;Toledo;13,2;144
2017;4;TOMELLOSO;Castilla - La Mancha;Ciudad Real;31,1;144
2017;4;TONA (ESCOLA);Cataluña;Barcelona;44,6;204
2017;4;TOPARES;Andalucía;Almería;29,8;48
2017;4;TORDERA - GRANYANELLA;Cataluña;Lleida;34,4;324
2017;4;TORLA-ORDESA, DEPÓSITO;Aragón;Huesca;52,6;120
2017;4;TORNAVACAS;Extremadura;Cáceres;20,8;108
2017;4;TORRE PACHECO (C.C.A. AUT.);Región de Murcia;Murcia;2,6;12
2017;4;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);Comunitat Valenciana;Castellón/Castelló;17,6;84
2017;4;TORRECILLA DE LOS ANGELES;Extremadura;Cáceres;19,0;60
2017;4;TORRELAVEGA-SIERRAPANDO;Cantabria;Cantabria;57,4;120
2017;4;TORREMOLINOS;Andalucía;Málaga;85,6;252
2017;4;TORRES;Andalucía;Jaén;39,6;96
2017;4;TORROX,FARO;Andalucía;Málaga;16,7;48
2017;4;TORTOSA;Cataluña;Tarragona;13,2;48
2017;4;TORÀ;Cataluña;Lleida;31,2;108
2017;4;TRESVISO;Cantabria;Cantabria;51,0;72
2017;4;TRETO;Cantabria;Cantabria;52,8;120
2017;4;TUDELA;Comunidad Foral de Navarra;Navarra;3,8;36
2017;4;TUINEJE-PUERTO GRAN TARAJAL;Canarias;Las Palmas;0,6;12
2017;4;TUIXENT;Cataluña;Lleida;59,6;180
2017;4;TURIS;Comunitat Valenciana;Valencia/València;34,0;420
2017;4;TÀRREGA;Cataluña;Lleida;28,1;168
2017;4;UCERO;Castilla y León;Soria;20,4;204
2017;4;UTIEL, LA CUBERA;Comunitat Valenciana;Valencia/València;45,0;288
2017;4;VALCARLOS/LUZAIDE;Comunidad Foral de Navarra;Navarra;104,2;192
2017;4;VALDEMORILLO;Comunidad de Madrid;Madrid;16,2;48
2017;4;VALDEPEÑAS;Castilla - La Mancha;Ciudad Real;40,0;120
2017;4;VALDERROBRES;Aragón;Teruel;14,4;288
2017;4;VALDEZCARAY;La Rioja;La Rioja;28,2;48
2017;4;VALENCIA DE ALCÁNTARA;Extremadura;Cáceres;6,4;156
2017;4;VALENCIA DE DON JUAN;Castilla y León;León;4,8;84
2017;4;VALENCIA DT;Comunitat Valenciana;Valencia/València;22,9;66
2017;4;VALENCIA UPV;Comunitat Valenciana;Valencia/València;20,8;54
2017;4;VALENCIA/AEROPUERTO;Comunitat Valenciana;Valencia/València;28,8;258
2017;4;VALL DE BIANYA;Cataluña;Girona;54,6;996
2017;4;VALLADOLID;Castilla y León;Valladolid;7,0;108
2017;4;VALLADOLID/VILLANUBLA;Castilla y León;Valladolid;1,0;24
2017;4;VALLE DE HECHO, HECHO-DEPÓSITO;Aragón;Huesca;41,6;240
2017;4;VALLEHERMOSO-ALTO IGUALERO;Canarias;Santa Cruz de Tenerife;49,4;228
2017;4;VALLEHERMOSO-DAMA;Canarias;Santa Cruz de Tenerife;32,0;336
2017;4;VALLESECO;Canarias;Las Palmas;10,2;60
2017;4;VALLS;Cataluña;Tarragona;19,6;60
2017;4;VALMADRID;Aragón;Zaragoza;13,4;228
2017;4;VALSEQUILLO;Andalucía;Córdoba;51,6;84
2017;4;VALVERDE CAMINO (CH.GUADIANA AUTOMATICA);Andalucía;Huelva;57,8;156
2017;4;VALVERDE DE FRESNO;Extremadura;Cáceres;12,4;120
2017;4;VANDELLÒS;Cataluña;Tarragona;9,0;24
2017;4;VEJER DE LA FRONTERA;Andalucía;Cádiz;68,8;288
2017;4;VICTORIA-DEPÓSITO MARRERO;Canarias;Santa Cruz de Tenerife;7,4;120
2017;4;VIGO-O CASTRO;Galicia;Pontevedra;8,2;84
2017;4;VIGO/PEINADOR;Galicia;Pontevedra;13,5;96
2017;4;VILAFRANCA DEL PENEDÈS;Cataluña;Barcelona;36,8;144
2017;4;VILAGARCIA DE AROUSA;Galicia;Pontevedra;37,5;90
2017;4;VILASSAR DE DALT;Cataluña;Barcelona;29,8;144
2017;4;VILLABLINO;Castilla y León;León;33,6;132
2017;4;VILLACARRIEDO - SANTIBAÑEZ;Cantabria;Cantabria;63,0;192
2017;4;VILLADEPERA;Castilla y León;Zamora;7,6;24
2017;4;VILLAELES DE VALDAVIA;Castilla y León;Palencia;8,0;60
2017;4;VILLAFRANCA;Comunitat Valenciana;Castellón/Castelló;24,4;300
2017;4;VILLAFRANCA DE LOS BARROS;Extremadura;Badajoz;23,0;48
2017;4;VILLAFRÍA II;Castilla y León;Burgos;12,6;48
2017;4;VILLAFÁFILA;Castilla y León;Zamora;3,8;24
2017;4;VILLALÓN DE CAMPOS;Castilla y León;Valladolid;6,2;72
2017;4;VILLAMAYOR DE LOS MONTES;Castilla y León;Burgos;7,2;72
2017;4;VILLAMECA;Castilla y León;León;12,4;48
2017;4;VILLANUEVA DE CÓRDOBA;Andalucía;Córdoba;56,2;84
2017;4;VILLANUEVA DE LOS INFANTES;Castilla - La Mancha;Ciudad Real;44,6;276
2017;4;VILLANUEVA DEL ARZOBISPO;Andalucía;Jaén;26,2;192
2017;4;VILLANUEVA DEL FRESNO;Extremadura;Badajoz;7,0;24
2017;4;VILLAPUN;Castilla y León;Palencia;8,6;36
2017;4;VILLAR DE OTERO (LOS TROBOS);Castilla y León;León;0,8;12
2017;4;VILLARDECIERVOS;Castilla y León;Zamora;9,8;60
2017;4;VILLARES DEL SAZ;Castilla - La Mancha;Cuenca;17,0;84
2017;4;VILLARINO DE LOS AIRES;Castilla y León;Salamanca;11,8;72
2017;4;VILLARRASA, PLANTA DE RECICLAJE;Andalucía;Huelva;80,6;168
2017;4;VILLARROBLEDO;Castilla - La Mancha;Albacete;28,6;204
2017;4;VILLARRODRIGO;Andalucía;Jaén;35,2;84
2017;4;VILLENA;Comunitat Valenciana;Alicante/Alacant;6,6;48
2017;4;VIMIANZO-CASTRELO;Galicia;A Coruña;20,8;96
2017;4;VINAROZ;Comunitat Valenciana;Castellón/Castelló;16,7;78
2017;4;VINUESA;Castilla y León;Soria;32,2;132
2017;4;VISO DEL MARQUÉS;Castilla - La Mancha;Ciudad Real;29,2;54
2017;4;VITIGUDINO;Castilla y León;Salamanca;10,2;84
2017;4;VITORIA-GASTEIZ AEROPUERTO;País Vasco;Araba/Álava;15,9;54
2017;4;VÁLOR;Andalucía;Granada;41,2;48
2017;4;VÉLEZ-MALAGA;Andalucía;Málaga;19,0;72
2017;4;XINZO DE LIMIA;Galicia;Ourense;10,7;48
2017;4;XÁTIVA;Comunitat Valenciana;Valencia/València;30,4;144
2017;4;YAIZA-PLAYA BLANCA;Canarias;Las Palmas;0,0;0
2017;4;YECLA;Región de Murcia;Murcia;14,0;48
2017;4;ZAFRA (AUTOMATICA);Extremadura;Badajoz;22,8;48
2017;4;ZAMORA;Castilla y León;Zamora;3,4;48
2017;4;ZAOREJAS;Castilla - La Mancha;Guadalajara;20,6;180
2017;4;ZARAGOZA (CANAL);Aragón;Zaragoza;5,6;144
2017;4;ZARAGOZA, AEROPUERTO;Aragón;Zaragoza;3,6;48
2017;4;ZARAGOZA, VALDESPARTERA;Aragón;Zaragoza;5,8;156
2017;4;ZARCILLA DE RAMOS;Región de Murcia;Murcia;23,0;36
2017;4;ZARZA LA MAYOR;Extremadura;Cáceres;2,6;24
2017;4;ZORITA;Extremadura;Cáceres;20,4;72
2017;4;ZUMAIA;País Vasco;Gipuzkoa;45,2;126
2017;4;ZUMARRAGA;País Vasco;Gipuzkoa;71,7;108
2017;4;ÁGUILAS;Región de Murcia;Murcia;7,0;96
2017;4;ÁLORA, LAS PELONAS;Andalucía;Málaga;23,6;96
2017;4;ÁVILA;Castilla y León;Ávila;12,5;252
2017;5;A CAÑIZA;Galicia;Pontevedra;166,4;372
2017;5;A CORUÑA;Galicia;A Coruña;60,8;168
2017;5;A CORUÑA/ALVEDRO;Galicia;A Coruña;61,0;126
2017;5;A ESTRADA;Galicia;Pontevedra;193,0;324
2017;5;A LAMA;Galicia;Pontevedra;193,0;576
2017;5;ABADIÑO, URKIOLA;País Vasco;Bizkaia;94,2;276
2017;5;ABANILLA;Región de Murcia;Murcia;0,0;0
2017;5;ABIA DE OBISPALIA;Castilla - La Mancha;Cuenca;29,8;132
2017;5;ABLA;Andalucía;Almería;0,0;0
2017;5;ADEJE-CALDERA B;Canarias;Santa Cruz de Tenerife;0,0;0
2017;5;ADEMUZ;Comunitat Valenciana;Valencia/València;18,8;84
2017;5;ADRA,CLUB NAÚTICO;Andalucía;Almería;0,0;0
2017;5;AGAETE-CASCO;Canarias;Las Palmas;1,0;24
2017;5;AGUAS DE CABREIROA;Galicia;Ourense;85,0;480
2017;5;AGUILAR (LAGUNA ZOÑAR AUTOMATICA);Andalucía;Córdoba;40,2;168
2017;5;AGUILAR DE CAMPOO;Castilla y León;Palencia;94,0;300
2017;5;AGULO-JUEGO BOLAS;Canarias;Santa Cruz de Tenerife;16,0;96
2017;5;AGURAIN/SALVATIERRA, OPAKUA;País Vasco;Araba/Álava;51,8;228
2017;5;AGÜIMES-EL MILANO;Canarias;Las Palmas;2,0;12
2017;5;ALAJAR, CABEZO MOLINOS;Andalucía;Huelva;141,8;756
2017;5;ALBACETE,OBS.;Castilla - La Mancha;Albacete;12,4;138
2017;5;ALBACETE/LOS LLANOS;Castilla - La Mancha;Albacete;3,5;42
2017;5;ALBARRACÍN;Aragón;Teruel;39,4;672
2017;5;ALBERCA DE ZANCARA;Castilla - La Mancha;Cuenca;20,6;48
2017;5;ALBOX;Andalucía;Almería;0,0;0
2017;5;ALBURQUERQUE;Extremadura;Badajoz;28,2;84
2017;5;ALCALA DE HENARES-ENCÍN;Comunidad de Madrid;Madrid;13,8;120
2017;5;ALCAZAR DE SAN JUAN;Castilla - La Mancha;Ciudad Real;27,2;516
2017;5;ALCAÑICES-VIVINERA;Castilla y León;Zamora;70,4;480
2017;5;ALCAÑIZ;Aragón;Teruel;31,1;282
2017;5;ALCONCHEL (AUTOMATICA);Extremadura;Badajoz;13,4;84
2017;5;ALCOY;Comunitat Valenciana;Alicante/Alacant;0,4;12
2017;5;ALCUESCAR;Extremadura;Cáceres;24,0;108
2017;5;ALCÁZAR DEL REY;Castilla - La Mancha;Cuenca;27,8;336
2017;5;ALDEANUEVA DE SERREZUELA-EL CERRO;Castilla y León;Segovia;65,6;132
2017;5;ALFARO, AYUNTAMIENTO;La Rioja;La Rioja;46,0;228
2017;5;ALFORJA;Cataluña;Tarragona;18,6;108
2017;5;ALGARROBO (LA MAYORA - AUTOMATICA);Andalucía;Málaga;11,6;168
2017;5;ALHAMA (COMARZA - AUT.);Región de Murcia;Murcia;0,0;0
2017;5;ALHAMA DE ARAGÓN, DEPÓSITO;Aragón;Zaragoza;50,0;276
2017;5;ALICANTE;Comunitat Valenciana;Alicante/Alacant;0,0;0
2017;5;ALICANTE-ELCHE/AEROPUERTO;Comunitat Valenciana;Alicante/Alacant;0,1;6
2017;5;ALISEDA, LA UMBRÍA;Extremadura;Cáceres;31,2;252
2017;5;ALLARIZ-ROIMELO;Galicia;Ourense;103,6;444
2017;5;ALMADEN PLATA (LAS NAVAS AUTOMATICA);Andalucía;Sevilla;7,0;72
2017;5;ALMAGRO / FAMET;Castilla - La Mancha;Ciudad Real;26,4;144
2017;5;ALMANSA;Castilla - La Mancha;Albacete;8,4;180
2017;5;ALMAZUL;Castilla y León;Soria;36,4;228
2017;5;ALMENDRALEJO;Extremadura;Badajoz;33,6;228
2017;5;ALMERÍA/AEROPUERTO;Andalucía;Almería;0,0;0
2017;5;ALMONTE, DOÑANA;Andalucía;Huelva;27,6;180
2017;5;ALMUDÉVAR;Aragón;Huesca;31,6;180
2017;5;ALOSNO, THARSIS-MINAS;Andalucía;Huelva;34,6;252
2017;5;ALPANDEIRE;Andalucía;Málaga;48,8;240
2017;5;ALPEDRETE;Comunidad de Madrid;Madrid;19,0;300
2017;5;ALTAMIRA;Cantabria;Cantabria;74,6;108
2017;5;ALTO CAMPOO;Cantabria;Cantabria;121,0;264
2017;5;ALTO DE LOS LEONES;Castilla y León;Segovia;47,4;180
2017;5;AMIEVA, PANIZALES;Principado de Asturias;Asturias;97,6;252
2017;5;AMOREBIETA-ETXANO;País Vasco;Bizkaia;70,6;216
2017;5;AMURRIO;País Vasco;Araba/Álava;64,4;240
2017;5;ANAGA-COL. REP. ARGENTINA;Canarias;Santa Cruz de Tenerife;0,4;12
2017;5;ANDORRA, HORCALLANA;Aragón;Teruel;17,2;72
2017;5;ANDÚJAR;Andalucía;Jaén;29,1;192
2017;5;ANGUIANO, VALVANERA;La Rioja;La Rioja;72,0;372
2017;5;ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES);Andalucía;Málaga;13,8;168
2017;5;ANTEQUERA-BOBADILLA;Andalucía;Málaga;12,4;96
2017;5;ANTIGUA-EL CARBÓN;Canarias;Las Palmas;3,6;48
2017;5;ARAGÜÉS DEL PUERTO, DEPÓSITO;Aragón;Huesca;99,6;276
2017;5;ARAMAIO, ETXAGUEN;País Vasco;Araba/Álava;68,8;216
2017;5;ARANDA DE DUERO;Castilla y León;Burgos;42,2;204
2017;5;ARANGUREN, ILUNDAIN;Comunidad Foral de Navarra;Navarra;50,0;114
2017;5;ARANJUEZ;Comunidad de Madrid;Madrid;19,3;216
2017;5;ARCHENA;Región de Murcia;Murcia;0,0;0
2017;5;ARCOS DE JALÓN-COEX;Castilla y León;Soria;21,4;96
2017;5;ARENOS-PANTANO;Comunitat Valenciana;Castellón/Castelló;11,8;84
2017;5;ARENYS DE MAR;Cataluña;Barcelona;15,9;186
2017;5;ARESO;Comunidad Foral de Navarra;Navarra;66,2;372
2017;5;ARETXABALETA;País Vasco;Gipuzkoa;60,4;324
2017;5;AREVALO;Castilla y León;Ávila;27,4;84
2017;5;ARGANDA DEL REY;Comunidad de Madrid;Madrid;15,6;84
2017;5;ARICO-DEPURADORA LA DEGOLLADA;Canarias;Santa Cruz de Tenerife;3,0;36
2017;5;AROCHE (MASERA - AUTOMATICA);Andalucía;Huelva;42,2;348
2017;5;ARRECIFE (GRANJA CABILDO);Canarias;Las Palmas;0,0;0
2017;5;ARROYO DEL OJANCO;Andalucía;Jaén;16,9;174
2017;5;ARTESA DE SEGRE;Cataluña;Lleida;20,6;72
2017;5;ARTIES;Cataluña;Lleida;79,4;234
2017;5;ARTÀ-MOLI DEN LEU;Illes Balears;Illes Balears;2,0;24
2017;5;ARUCAS-BAÑADEROS;Canarias;Las Palmas;0,4;12
2017;5;AS PONTES,A AEROSA;Galicia;A Coruña;123,0;300
2017;5;ASTORGA-DEPÓSITO AGUA;Castilla y León;León;53,8;192
2017;5;ASTURIAS/AVILÉS;Principado de Asturias;Asturias;88,5;300
2017;5;ATZENETA DEL MAESTRAT;Comunitat Valenciana;Castellón/Castelló;8,0;228
2017;5;AYAMONTE, ISLA CANELA;Andalucía;Huelva;0,0;0
2017;5;AZPEITIA;País Vasco;Gipuzkoa;63,6;216
2017;5;AZUAGA (AUTOMATICA);Extremadura;Badajoz;31,8;144
2017;5;AÍNSA-SOBRARBE, LA SERRETA-DEPÓSITO;Aragón;Huesca;90,4;360
2017;5;BADAJOZ UNIVERSIDAD;Extremadura;Badajoz;20,8;72
2017;5;BADAJOZ/TALAVERA LA REAL;Extremadura;Badajoz;11,4;48
2017;5;BAEZA;Andalucía;Jaén;13,0;84
2017;5;BAILO,PUYALTO;Aragón;Huesca;69,0;312
2017;5;BAILÉN;Andalucía;Jaén;27,2;108
2017;5;BALLOBAR, DEPÓSITO;Aragón;Huesca;28,6;408
2017;5;BALMASEDA;País Vasco;Bizkaia;58,6;252
2017;5;BALSARENY;Cataluña;Barcelona;10,6;48
2017;5;BANYALBUFAR;Illes Balears;Illes Balears;1,4;24
2017;5;BARBADILLO;Castilla y León;Salamanca;59,4;492
2017;5;BARBASTRO;Aragón;Huesca;45,4;396
2017;5;BARBATE, DEPURADORA;Andalucía;Cádiz;15,6;144
2017;5;BARCELONA (FABRA);Cataluña;Barcelona;20,4;258
2017;5;BARCELONA, AEROPUERTO;Cataluña;Barcelona;15,5;624
2017;5;BARCELONA, DRASSANES;Cataluña;Barcelona;11,6;264
2017;5;BARCELONA, PORT OLÍMPIC;Cataluña;Barcelona;12,3;216
2017;5;BARCO DE AVILA;Castilla y León;Ávila;33,0;96
2017;5;BARDENAS REALES, BASE AÉREA;Comunidad Foral de Navarra;Navarra;32,4;132
2017;5;BARGAÉU PILOÑA;Principado de Asturias;Asturias;90,4;696
2017;5;BARRIOMARTIN-EL ROBLEDO;Castilla y León;Soria;104,4;468
2017;5;BARRUERA;Cataluña;Lleida;114,4;312
2017;5;BARX;Comunitat Valenciana;Valencia/València;1,2;12
2017;5;BAZA, CRUZ ROJA;Andalucía;Granada;0,4;12
2017;5;BAZTÁN, IRURITA;Comunidad Foral de Navarra;Navarra;72,9;258
2017;5;BAÑOBAREZ;Castilla y León;Salamanca;50,0;348
2017;5;BEARIZ;Galicia;Ourense;169,8;252
2017;5;BEASAIN, ARRIARAN;País Vasco;Gipuzkoa;53,2;228
2017;5;BECERREA-PENAMAIOR;Galicia;Lugo;175,2;492
2017;5;BELLO;Aragón;Teruel;26,0;144
2017;5;BELMONTE;Castilla - La Mancha;Cuenca;22,6;204
2017;5;BELORADO;Castilla y León;Burgos;50,5;144
2017;5;BENABARRE;Aragón;Huesca;50,2;180
2017;5;BENAHAVIS (LA ZAGALETA - AUTOMATICA);Andalucía;Málaga;15,6;72
2017;5;BENAMEJÍ-ALCACHOFARES ALTOS;Andalucía;Córdoba;12,2;204
2017;5;BENASQUE;Aragón;Huesca;98,4;144
2017;5;BENAVENTE;Castilla y León;Zamora;29,8;72
2017;5;BENIDORM (PARC LES FOIETES);Comunitat Valenciana;Alicante/Alacant;0,0;0
2017;5;BENIZAR;Región de Murcia;Murcia;0,6;12
2017;5;BENS-A CORUÑA;Galicia;A Coruña;51,3;132
2017;5;BERA;Comunidad Foral de Navarra;Navarra;95,4;228
2017;5;BERGA, INSTITUTO;Cataluña;Barcelona;26,8;108
2017;5;BETETA;Castilla - La Mancha;Cuenca;59,2;132
2017;5;BICORP;Comunitat Valenciana;Valencia/València;21,4;192
2017;5;BIELSA;Aragón;Huesca;158,4;252
2017;5;BIESCAS, EMBALSE DE BÚBAL;Aragón;Huesca;146,2;252
2017;5;BILBAO AEROPUERTO;País Vasco;Bizkaia;58,1;156
2017;5;BINISSALEM-SA VINYOTA;Illes Balears;Illes Balears;4,4;36
2017;5;BLANES, JARDIN BOTANICO;Cataluña;Girona;10,2;156
2017;5;BOADILLA FUENTE SAN ESTEBAN;Castilla y León;Salamanca;36,2;72
2017;5;BOIRO;Galicia;A Coruña;90,6;360
2017;5;BOSSOST-CENTRAL;Cataluña;Lleida;52,2;204
2017;5;BRIHUEGA;Castilla - La Mancha;Guadalajara;44,0;216
2017;5;BRIVIESCA;Castilla y León;Burgos;65,4;216
2017;5;BROZAS (AUTOMATICA);Extremadura;Cáceres;46,4;384
2017;5;BUITRAGO;Comunidad de Madrid;Madrid;23,8;138
2017;5;BUJARALOZ;Aragón;Zaragoza;1,6;36
2017;5;BULLAS;Región de Murcia;Murcia;0,0;0
2017;5;BURELA;Galicia;Lugo;93,4;276
2017;5;BURGO DE OSMA-POZUELOS;Castilla y León;Soria;65,4;180
2017;5;BURGOS/VILLAFRÍA;Castilla y León;Burgos;67,6;240
2017;5;BUSTILLO DEL PÁRAMO-LAS MATILLAS;Castilla y León;León;61,6;384
2017;5;BUÑOL-VENTA MINA;Comunitat Valenciana;Valencia/València;15,0;276
2017;5;BÁRCENA MAYOR-TORIZ;Cantabria;Cantabria;53,4;84
2017;5;CABACÉS;Cataluña;Tarragona;32,6;168
2017;5;CABDELLA-CENTRAL;Cataluña;Lleida;8,2;108
2017;5;CABO BUSTO;Principado de Asturias;Asturias;95,0;540
2017;5;CABO DE GATA, FARO;Andalucía;Almería;0,6;24
2017;5;CABO PEÑAS;Principado de Asturias;Asturias;50,5;90
2017;5;CABO VILAN;Galicia;A Coruña;68,8;132
2017;5;CALA;Andalucía;Huelva;102,8;372
2017;5;CALAMOCHA;Aragón;Teruel;34,0;216
