AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;PRECIPITACION_ACUMULADA;INTENSIDAD_MAXIMA_PRECIPITACION
2019;5;RUEDA;Castilla y León;Valladolid;7,0;84
2019;5;SA POBLA-SA CANOVA;Illes Balears;Illes Balears;27,8;276
2019;5;SABINOSA-BALNEARIO;Canarias;Santa Cruz de Tenerife;1,2;12
2019;5;SABIÑÁNIGO;Aragón;Huesca;76,4;372
2019;5;SAELICES EL CHICO;Castilla y León;Salamanca;0,8;12
2019;5;SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA);Comunitat Valenciana;Valencia/València;19,0;84
2019;5;SAHECHORES-HELIPUERTO;Castilla y León;León;17,4;144
2019;5;SALAMANCA,OBS.;Castilla y León;Salamanca;3,2;72
2019;5;SALAMANCA/MATACAN;Castilla y León;Salamanca;2,8;42
2019;5;SALOBREÑA;Andalucía;Granada;0,0;0
2019;5;SALVACAÑETE;Castilla - La Mancha;Cuenca;32,6;240
2019;5;SAN ANDRÉS-DEPÓSITO CABILDO;Canarias;Santa Cruz de Tenerife;6,0;24
2019;5;SAN ANTOLIN DE IBIAS-LINARES;Principado de Asturias;Asturias;34,0;72
2019;5;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);Canarias;Las Palmas;0,0;0
2019;5;SAN BARTOLOME TIRAJANA (EL MATORRAL);Canarias;Las Palmas;0,0;0
2019;5;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;Canarias;Las Palmas;0,0;0
2019;5;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;Canarias;Las Palmas;0,0;0
2019;5;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;Canarias;Las Palmas;0,0;0
2019;5;SAN CLEMENTE;Castilla - La Mancha;Cuenca;8,8;372
2019;5;SAN FELICES DE BUELNA-TARRIBA;Cantabria;Cantabria;42,2;60
2019;5;SAN FERNANDO;Andalucía;Cádiz;0,0;0
2019;5;SAN JAVIER (LA MANGA);Región de Murcia;Murcia;0,6;12
2019;5;SAN JOSE DEL VALLE-PT GUADALCACÍN;Andalucía;Cádiz;0,0;0
2019;5;SAN MATEO (CORRAL DE LOS JUNCOS);Canarias;Las Palmas;0,0;0
2019;5;SAN NICOLAS T.-TASARTE/COPARLITA;Canarias;Las Palmas;0,0;0
2019;5;SAN PABLO DE LOS MONTES;Castilla - La Mancha;Toledo;3,2;18
2019;5;SAN PEDRO MANRIQUE;Castilla y León;Soria;39,0;408
2019;5;SAN RAFAEL;Castilla y León;Segovia;15,6;228
2019;5;SAN ROQUE, SOTOGRANDE;Andalucía;Cádiz;0,0;0
2019;5;SAN SEBASTIAN DE LOS REYES;Comunidad de Madrid;Madrid;0,2;12
2019;5;SAN SEBASTIÁN DE LA GOMERA;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;SAN VICENTE, FARO;Cantabria;Cantabria;47,0;96
2019;5;SANT ANTONI DE PORTMANY;Illes Balears;Illes Balears;24,4;84
2019;5;SANT HILARI;Cataluña;Girona;80,8;144
2019;5;SANT JAUME;Cataluña;Tarragona;31,3;270
2019;5;SANT JOAN DE LABRITJA;Illes Balears;Illes Balears;4,4;48
2019;5;SANT JULIÀ DE VILATORTA;Cataluña;Barcelona;52,4;90
2019;5;SANT PAU DE SEGURIES;Cataluña;Girona;34,0;60
2019;5;SANTA CRUZ DE TENERIFE;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;SANTA ELENA;Andalucía;Jaén;0,0;0
2019;5;SANTA EULALIA  DEL CAMPO;Aragón;Teruel;14,2;168
2019;5;SANTA GADEA DE ALFOZ;Castilla y León;Burgos;23,6;96
2019;5;SANTA MARÍA;Illes Balears;Illes Balears;31,6;264
2019;5;SANTANDER AEROPUERTO;Cantabria;Cantabria;59,7;204
2019;5;SANTANDER I,CMT;Cantabria;Cantabria;60,6;210
2019;5;SANTANDER,CMT;Cantabria;Cantabria;58,6;204
2019;5;SANTANDER/PARAYAS;Cantabria;Cantabria;63,2;234
2019;5;SANTANYÍ;Illes Balears;Illes Balears;23,4;258
2019;5;SANTIAGO DE COMPOSTELA;Galicia;A Coruña;50,3;216
2019;5;SANTIAGO DE COMPOSTELA/LAVACOLLA;Galicia;A Coruña;44,5;66
2019;5;SANTIBAÑEZ DE VIDRIALES;Castilla y León;Zamora;7,2;48
2019;5;SARDÓN DE DUERO;Castilla y León;Valladolid;8,2;60
2019;5;SARGENTES DE LORA-CAMPO PETROLÍFERO;Castilla y León;Burgos;29,6;96
2019;5;SARIÑENA, DEPÓSITO;Aragón;Huesca;40,2;252
2019;5;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;Canarias;Santa Cruz de Tenerife;7,6;72
2019;5;SEGE;Castilla - La Mancha;Albacete;4,4;72
2019;5;SEGORBE, MASIA HOYA;Comunitat Valenciana;Castellón/Castelló;34,8;228
2019;5;SEGOVIA;Castilla y León;Segovia;17,6;252
2019;5;SEGURA;País Vasco;Gipuzkoa;87,0;72
2019;5;SEIRA;Aragón;Huesca;87,4;420
2019;5;SERRADILLA (AUTOMATICA);Extremadura;Cáceres;5,6;36
2019;5;SEVILLA/SAN PABLO;Andalucía;Sevilla;0,0;0
2019;5;SIERRA DE ALFABIA;Illes Balears;Illes Balears;33,7;114
2019;5;SIGÜENZA;Castilla - La Mancha;Guadalajara;11,8;228
2019;5;SILLEDA;Galicia;Pontevedra;36,6;144
2019;5;SINEU-POLIESPORTIU;Illes Balears;Illes Balears;24,0;96
2019;5;SITGES, VALLCARCA;Cataluña;Barcelona;72,8;144
2019;5;SOBA-ALTO MIERA;Cantabria;Cantabria;188,4;96
2019;5;SOBRADO DOS MONXES;Galicia;A Coruña;56,8;72
2019;5;SOMOSIERRA;Comunidad de Madrid;Madrid;49,0;384
2019;5;SON SERVERA-CAN PEP MONJO;Illes Balears;Illes Balears;23,4;144
2019;5;SOPEIRA;Aragón;Huesca;65,6;276
2019;5;SOPUERTA;País Vasco;Bizkaia;92,2;192
2019;5;SORIA;Castilla y León;Soria;28,0;324
2019;5;SOS DEL REY CATÓLICO;Aragón;Zaragoza;69,4;186
2019;5;SOTILLO DE LA ADRADA;Castilla y León;Ávila;0,5;12
2019;5;SOTO DE VALDEÓN (AUTOMATICA);Castilla y León;León;93,1;72
2019;5;SOUTU, LA BARCA;Principado de Asturias;Asturias;24,6;72
2019;5;TABLADA;Andalucía;Sevilla;0,0;0
2019;5;TACORON-LAPILLAS-TORTUGA;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;TACORONTE-A S.E.A.;Canarias;Santa Cruz de Tenerife;4,0;24
2019;5;TALARN;Cataluña;Lleida;52,2;168
2019;5;TALAVERA DE LA REINA;Castilla - La Mancha;Toledo;4,6;132
2019;5;TAMA;Cantabria;Cantabria;16,8;36
2019;5;TAMARITE DE LITERA, LA MELUSA;Aragón;Huesca;34,0;108
2019;5;TARANCON;Castilla - La Mancha;Cuenca;24,0;492
2019;5;TARAZONA;Aragón;Zaragoza;43,8;312
2019;5;TARIFA;Andalucía;Cádiz;0,0;0
2019;5;TARRAGONA, FAC. GEOGRAFIA;Cataluña;Tarragona;44,4;192
2019;5;TAZACORTE;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;TEGUISE LA GRACIOSA-HELIPUERTO;Canarias;Las Palmas;0,0;0
2019;5;TEJEDA CASCO;Canarias;Las Palmas;0,0;0
2019;5;TEJEDA-CRUZ DE TEJEDA;Canarias;Las Palmas;3,8;12
2019;5;TELDE-CENTRO FORESTAL DORAMAS;Canarias;Las Palmas;0,0;0
2019;5;TELDE-MELENARA;Canarias;Las Palmas;0,0;0
2019;5;TEMBLEQUE;Castilla - La Mancha;Toledo;0,4;12
2019;5;TENERIFE-GÜIMAR;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;TENERIFE/LOS RODEOS;Canarias;Santa Cruz de Tenerife;1,4;12
2019;5;TENERIFE/SUR;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;TEROR-OSORIO;Canarias;Las Palmas;7,8;24
2019;5;TERUEL;Aragón;Teruel;10,0;108
2019;5;TIAS-LAS VEGAS;Canarias;Las Palmas;1,0;12
2019;5;TIELMES;Comunidad de Madrid;Madrid;0,0;0
2019;5;TIJARAFE-MIRADOR TIME;Canarias;Santa Cruz de Tenerife;0,4;12
2019;5;TINAJO-LOS DOLORES;Canarias;Las Palmas;0,0;0
2019;5;TOBARRA;Castilla - La Mancha;Albacete;26,6;504
2019;5;TOLEDO;Castilla - La Mancha;Toledo;0,8;24
2019;5;TOMARES, ZAUDÍN;Andalucía;Sevilla;0,0;0
2019;5;TOMELLOSO;Castilla - La Mancha;Ciudad Real;13,6;108
2019;5;TONA;Cataluña;Barcelona;72,4;108
2019;5;TONA (ESCOLA);Cataluña;Barcelona;71,8;84
2019;5;TOPARES;Andalucía;Almería;2,8;120
2019;5;TORDERA - GRANYANELLA;Cataluña;Lleida;48,6;312
2019;5;TORLA-ORDESA, DEPÓSITO;Aragón;Huesca;85,2;168
2019;5;TORNAVACAS;Extremadura;Cáceres;29,4;84
2019;5;TORRE PACHECO (C.C.A. AUT.);Región de Murcia;Murcia;1,2;24
2019;5;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);Comunitat Valenciana;Castellón/Castelló;13,6;48
2019;5;TORRECILLA DE LOS ANGELES;Extremadura;Cáceres;26,4;84
2019;5;TORRELAVEGA-SIERRAPANDO;Cantabria;Cantabria;56,6;96
2019;5;TORREMOLINOS;Andalucía;Málaga;0,0;0
2019;5;TORRES;Andalucía;Jaén;5,8;108
2019;5;TORROX,FARO;Andalucía;Málaga;0,2;6
2019;5;TORTOSA;Cataluña;Tarragona;31,6;168
2019;5;TORÀ;Cataluña;Lleida;57,2;168
2019;5;TOTANA;Región de Murcia;Murcia;3,0;36
2019;5;TRESVISO;Cantabria;Cantabria;76,4;60
2019;5;TRETO;Cantabria;Cantabria;88,2;132
2019;5;TUDELA;Comunidad Foral de Navarra;Navarra;46,8;180
2019;5;TUINEJE-PUERTO GRAN TARAJAL;Canarias;Las Palmas;0,0;0
2019;5;TUIXENT;Cataluña;Lleida;86,0;120
2019;5;TURIS;Comunitat Valenciana;Valencia/València;14,0;48
2019;5;TÀRREGA;Cataluña;Lleida;61,8;288
2019;5;UCERO;Castilla y León;Soria;16,6;120
2019;5;UTIEL, LA CUBERA;Comunitat Valenciana;Valencia/València;24,4;384
2019;5;VALCARLOS/LUZAIDE;Comunidad Foral de Navarra;Navarra;214,4;120
2019;5;VALDEMORILLO;Comunidad de Madrid;Madrid;0,4;12
2019;5;VALDEPEÑAS;Castilla - La Mancha;Ciudad Real;8,8;60
2019;5;VALDERROBRES;Aragón;Teruel;24,8;96
2019;5;VALDEZCARAY;La Rioja;La Rioja;77,8;156
2019;5;VALENCIA DE ALCÁNTARA;Extremadura;Cáceres;2,6;48
2019;5;VALENCIA DE DON JUAN;Castilla y León;León;6,6;72
2019;5;VALENCIA DT;Comunitat Valenciana;Valencia/València;22,6;162
2019;5;VALENCIA UPV;Comunitat Valenciana;Valencia/València;18,8;144
2019;5;VALENCIA/AEROPUERTO;Comunitat Valenciana;Valencia/València;26,8;330
2019;5;VALL DE BIANYA;Cataluña;Girona;79,4;312
2019;5;VALLADOLID;Castilla y León;Valladolid;4,6;48
2019;5;VALLADOLID/VILLANUBLA;Castilla y León;Valladolid;2,0;12
2019;5;VALLE DE HECHO, HECHO-DEPÓSITO;Aragón;Huesca;94,8;180
2019;5;VALLEHERMOSO-ALTO IGUALERO;Canarias;Santa Cruz de Tenerife;2,0;12
2019;5;VALLEHERMOSO-DAMA;Canarias;Santa Cruz de Tenerife;0,0;0
2019;5;VALLESECO;Canarias;Las Palmas;8,0;24
2019;5;VALLS;Cataluña;Tarragona;59,8;264
2019;5;VALMADRID;Aragón;Zaragoza;71,2;924
2019;5;VALSEQUILLO;Andalucía;Córdoba;0,6;12
2019;5;VALVERDE CAMINO (CH.GUADIANA AUTOMATICA);Andalucía;Huelva;0,0;0
2019;5;VALVERDE DE FRESNO;Extremadura;Cáceres;9,4;60
2019;5;VEJER DE LA FRONTERA;Andalucía;Cádiz;0,0;0
2019;5;VICTORIA-DEPÓSITO MARRERO;Canarias;Santa Cruz de Tenerife;3,6;24
2019;5;VIGO-O CASTRO;Galicia;Pontevedra;13,6;108
2019;5;VIGO/PEINADOR;Galicia;Pontevedra;27,3;66
2019;5;VILAFRANCA DEL PENEDÈS;Cataluña;Barcelona;64,0;96
2019;5;VILAGARCIA DE AROUSA;Galicia;Pontevedra;93,7;96
2019;5;VILASSAR DE DALT;Cataluña;Barcelona;50,8;132
2019;5;VILLABLINO;Castilla y León;León;51,2;48
2019;5;VILLACARRIEDO - SANTIBAÑEZ;Cantabria;Cantabria;62,9;96
2019;5;VILLADIEGO (DEPÓSITO DE AGUA);Castilla y León;Burgos;16,2;60
2019;5;VILLAELES DE VALDAVIA;Castilla y León;Palencia;15,2;72
2019;5;VILLAFRANCA;Comunitat Valenciana;Castellón/Castelló;31,4;192
2019;5;VILLAFRANCA DE LOS BARROS;Extremadura;Badajoz;3,6;24
2019;5;VILLAFÁFILA;Castilla y León;Zamora;4,2;24
2019;5;VILLALÓN DE CAMPOS;Castilla y León;Valladolid;4,4;60
2019;5;VILLAMAYOR DE LOS MONTES;Castilla y León;Burgos;15,0;60
2019;5;VILLAMECA;Castilla y León;León;14,4;48
2019;5;VILLANUEVA DE CÓRDOBA;Andalucía;Córdoba;0,4;12
2019;5;VILLANUEVA DE LOS INFANTES;Castilla - La Mancha;Ciudad Real;15,0;120
2019;5;VILLANUEVA DEL ARZOBISPO;Andalucía;Jaén;3,8;96
2019;5;VILLANUEVA DEL FRESNO;Extremadura;Badajoz;2,4;12
2019;5;VILLAPUN;Castilla y León;Palencia;11,4;84
2019;5;VILLAR DE OTERO (LOS TROBOS);Castilla y León;León;28,4;60
2019;5;VILLARDECIERVOS;Castilla y León;Zamora;15,4;96
2019;5;VILLARES DEL SAZ;Castilla - La Mancha;Cuenca;0,6;12
2019;5;VILLARINO DE LOS AIRES;Castilla y León;Salamanca;2,4;12
2019;5;VILLARRASA, PLANTA DE RECICLAJE;Andalucía;Huelva;0,0;0
2019;5;VILLARROBLEDO;Castilla - La Mancha;Albacete;9,4;96
2019;5;VILLARRODRIGO;Andalucía;Jaén;6,8;72
2019;5;VILLENA;Comunitat Valenciana;Alicante/Alacant;4,0;48
2019;5;VIMIANZO-CASTRELO;Galicia;A Coruña;62,8;132
2019;5;VINAROZ;Comunitat Valenciana;Castellón/Castelló;16,4;120
2019;5;VINUESA;Castilla y León;Soria;42,8;132
2019;5;VISO DEL MARQUÉS;Castilla - La Mancha;Ciudad Real;4,5;30
2019;5;VITIGUDINO;Castilla y León;Salamanca;11,2;84
2019;5;VITORIA-GASTEIZ AEROPUERTO;País Vasco;Araba/Álava;45,5;114
2019;5;VÁLOR;Andalucía;Granada;4,4;72
2019;5;VÉLEZ-MALAGA;Andalucía;Málaga;0,0;0
2019;5;XINZO DE LIMIA;Galicia;Ourense;9,7;36
2019;5;XÁTIVA;Comunitat Valenciana;Valencia/València;15,4;156
2019;5;YAIZA-PLAYA BLANCA;Canarias;Las Palmas;0,0;0
2019;5;YECLA;Región de Murcia;Murcia;20,2;372
2019;5;ZAFRA (AUTOMATICA);Extremadura;Badajoz;2,6;12
2019;5;ZAMORA;Castilla y León;Zamora;1,0;12
2019;5;ZAOREJAS;Castilla - La Mancha;Guadalajara;4,8;84
2019;5;ZARAGOZA, AEROPUERTO;Aragón;Zaragoza;39,0;228
2019;5;ZARAGOZA, VALDESPARTERA;Aragón;Zaragoza;48,6;276
2019;5;ZARCILLA DE RAMOS;Región de Murcia;Murcia;4,4;204
2019;5;ZARZA LA MAYOR;Extremadura;Cáceres;4,2;72
2019;5;ZORITA;Extremadura;Cáceres;1,4;24
2019;5;ZUMAIA;País Vasco;Gipuzkoa;92,7;156
2019;5;ZUMARRAGA;País Vasco;Gipuzkoa;118,8;102
2019;5;ÁGUILAS;Región de Murcia;Murcia;0,0;0
2019;5;ÁLORA, LAS PELONAS;Andalucía;Málaga;0,0;0
2019;5;ÁVILA;Castilla y León;Ávila;3,0;48
2019;6;A CAÑIZA;Galicia;Pontevedra;73,6;288
2019;6;A CORUÑA;Galicia;A Coruña;61,8;288
2019;6;A CORUÑA/ALVEDRO;Galicia;A Coruña;71,7;312
2019;6;A ESTRADA;Galicia;Pontevedra;46,6;180
2019;6;A LAMA;Galicia;Pontevedra;73,6;420
2019;6;ABADIÑO, URKIOLA;País Vasco;Bizkaia;60,0;108
2019;6;ABANILLA;Región de Murcia;Murcia;0,4;12
2019;6;ABENOJAR (AUTOMATICA);Castilla - La Mancha;Ciudad Real;0,0;0
2019;6;ABIA DE OBISPALIA;Castilla - La Mancha;Cuenca;1,6;24
2019;6;ABLA;Andalucía;Almería;2,2;48
2019;6;ADEJE-CALDERA B;Canarias;Santa Cruz de Tenerife;0,0;0
2019;6;ADEMUZ;Comunitat Valenciana;Valencia/València;9,8;96
2019;6;ADRA,CLUB NAÚTICO;Andalucía;Almería;2,6;144
2019;6;AGAETE - SUERTE ALTA;Canarias;Las Palmas;3,8;24
2019;6;AGAETE-CASCO;Canarias;Las Palmas;1,2;12
2019;6;AGUAS DE CABREIROA;Galicia;Ourense;39,4;204
2019;6;AGUILAR (LAGUNA ZOÑAR AUTOMATICA);Andalucía;Córdoba;0,2;12
2019;6;AGUILAR DE CAMPOO;Castilla y León;Palencia;33,2;108
2019;6;AGULO-JUEGO BOLAS;Canarias;Santa Cruz de Tenerife;15,4;72
2019;6;AGURAIN/SALVATIERRA, OPAKUA;País Vasco;Araba/Álava;30,6;96
2019;6;AGÜIMES-EL MILANO;Canarias;Las Palmas;0,0;0
2019;6;ALAJAR, CABEZO MOLINOS;Andalucía;Huelva;0,4;12
2019;6;ALBACETE,OBS.;Castilla - La Mancha;Albacete;9,0;144
2019;6;ALBACETE/LOS LLANOS;Castilla - La Mancha;Albacete;8,2;120
2019;6;ALBARRACÍN;Aragón;Teruel;2,0;48
2019;6;ALBERCA DE ZANCARA;Castilla - La Mancha;Cuenca;0,0;0
2019;6;ALBOX;Andalucía;Almería;0,0;0
2019;6;ALBURQUERQUE;Extremadura;Badajoz;0,2;12
2019;6;ALCALA DE HENARES-ENCÍN;Comunidad de Madrid;Madrid;2,6;84
2019;6;ALCAZAR DE SAN JUAN;Castilla - La Mancha;Ciudad Real;0,0;0
2019;6;ALCAÑICES-VIVINERA;Castilla y León;Zamora;40,6;264
2019;6;ALCAÑIZ;Aragón;Teruel;5,1;84
2019;6;ALCONCHEL (AUTOMATICA);Extremadura;Badajoz;0,2;12
2019;6;ALCOY;Comunitat Valenciana;Alicante/Alacant;1,4;12
2019;6;ALCUESCAR;Extremadura;Cáceres;0,2;12
2019;6;ALCÁZAR DEL REY;Castilla - La Mancha;Cuenca;0,8;24
2019;6;ALDEANUEVA DE SERREZUELA-EL CERRO;Castilla y León;Segovia;14,4;72
2019;6;ALFARO, AYUNTAMIENTO;La Rioja;La Rioja;17,6;144
2019;6;ALFORJA;Cataluña;Tarragona;22,6;720
2019;6;ALHAMA (COMARZA - AUT.);Región de Murcia;Murcia;2,4;24
2019;6;ALHAMA DE ARAGÓN, DEPÓSITO;Aragón;Zaragoza;11,0;60
2019;6;ALICANTE;Comunitat Valenciana;Alicante/Alacant;0,2;12
2019;6;ALICANTE-ELCHE/AEROPUERTO;Comunitat Valenciana;Alicante/Alacant;0,3;6
2019;6;ALISEDA, LA UMBRÍA;Extremadura;Cáceres;0,2;12
2019;6;ALLARIZ-ROIMELO;Galicia;Ourense;52,0;108
2019;6;ALMADEN PLATA (LAS NAVAS AUTOMATICA);Andalucía;Sevilla;0,0;0
2019;6;ALMAGRO / FAMET;Castilla - La Mancha;Ciudad Real;0,0;0
2019;6;ALMANSA;Castilla - La Mancha;Albacete;0,0;0
2019;6;ALMAZUL;Castilla y León;Soria;23,2;288
2019;6;ALMENDRALEJO;Extremadura;Badajoz;0,0;0
2019;6;ALMERÍA/AEROPUERTO;Andalucía;Almería;0,1;6
2019;6;ALMONTE, DOÑANA;Andalucía;Huelva;0,0;0
2019;6;ALMUDÉVAR;Aragón;Huesca;6,8;84
2019;6;ALOSNO, THARSIS-MINAS;Andalucía;Huelva;0,4;12
2019;6;ALPANDEIRE;Andalucía;Málaga;0,0;0
2019;6;ALPEDRETE;Comunidad de Madrid;Madrid;1,4;36
2019;6;ALTAMIRA;Cantabria;Cantabria;47,2;216
2019;6;ALTO CAMPOO;Cantabria;Cantabria;52,8;84
2019;6;ALTO DE LOS LEONES;Castilla y León;Segovia;3,3;24
2019;6;AMIEVA, PANIZALES;Principado de Asturias;Asturias;60,6;84
2019;6;AMOREBIETA-ETXANO;País Vasco;Bizkaia;39,6;120
2019;6;AMURRIO;País Vasco;Araba/Álava;30,4;132
2019;6;ANAGA-COL. REP. ARGENTINA;Canarias;Santa Cruz de Tenerife;5,6;36
2019;6;ANDORRA, HORCALLANA;Aragón;Teruel;5,6;72
2019;6;ANDRATX - SANT ELM;Illes Balears;Illes Balears;0,5;6
2019;6;ANDÚJAR;Andalucía;Jaén;0,1;6
2019;6;ANGUIANO, VALVANERA;La Rioja;La Rioja;54,4;180
2019;6;ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES);Andalucía;Málaga;0,0;0
2019;6;ANTEQUERA-BOBADILLA;Andalucía;Málaga;0,0;0
2019;6;ANTIGUA-EL CARBÓN;Canarias;Las Palmas;1,0;12
2019;6;ARAGÜÉS DEL PUERTO, DEPÓSITO;Aragón;Huesca;70,8;252
2019;6;ARAMAIO, ETXAGUEN;País Vasco;Araba/Álava;41,4;72
2019;6;ARANDA DE DUERO;Castilla y León;Burgos;12,8;84
2019;6;ARANGUREN, ILUNDAIN;Comunidad Foral de Navarra;Navarra;31,3;84
2019;6;ARANJUEZ;Comunidad de Madrid;Madrid;1,2;18
2019;6;ARCHENA;Región de Murcia;Murcia;0,2;12
2019;6;ARCOS DE JALÓN-COEX;Castilla y León;Soria;12,0;60
2019;6;ARENOS-PANTANO;Comunitat Valenciana;Castellón/Castelló;7,8;216
2019;6;ARENYS DE MAR;Cataluña;Barcelona;22,4;120
2019;6;ARESO;Comunidad Foral de Navarra;Navarra;78,6;156
2019;6;ARETXABALETA;País Vasco;Gipuzkoa;40,8;72
2019;6;AREVALO;Castilla y León;Ávila;2,4;24
2019;6;ARGANDA DEL REY;Comunidad de Madrid;Madrid;0,8;24
2019;6;ARICO-DEPURADORA LA DEGOLLADA;Canarias;Santa Cruz de Tenerife;7,4;24
2019;6;AROCHE (MASERA - AUTOMATICA);Andalucía;Huelva;0,0;0
2019;6;ARRECIFE (GRANJA CABILDO);Canarias;Las Palmas;0,0;0
2019;6;ARROYO DEL OJANCO;Andalucía;Jaén;0,0;0
2019;6;ARTESA DE SEGRE;Cataluña;Lleida;18,6;288
2019;6;ARTICUTZA (AUTOMATICA);Comunidad Foral de Navarra;Navarra;99,4;276
2019;6;ARTIES;Cataluña;Lleida;35,3;138
2019;6;ARTÀ-MOLI DEN LEU;Illes Balears;Illes Balears;0,0;0
2019;6;ARUCAS-BAÑADEROS;Canarias;Las Palmas;1,0;12
2019;6;ARURE CEMENTERIO;Canarias;Santa Cruz de Tenerife;5,6;12
2019;6;AS PONTES,A AEROSA;Galicia;A Coruña;74,0;144
2019;6;ASTORGA-DEPÓSITO AGUA;Castilla y León;León;36,8;72
2019;6;ASTURIAS/AVILÉS;Principado de Asturias;Asturias;41,1;114
2019;6;ATZENETA DEL MAESTRAT;Comunitat Valenciana;Castellón/Castelló;0,2;12
2019;6;AYAMONTE, ISLA CANELA;Andalucía;Huelva;0,0;0
2019;6;AZPEITIA;País Vasco;Gipuzkoa;42,2;84
2019;6;AZUAGA (AUTOMATICA);Extremadura;Badajoz;0,0;0
2019;6;AÍNSA-SOBRARBE, LA SERRETA-DEPÓSITO;Aragón;Huesca;22,4;252
2019;6;BADAJOZ UNIVERSIDAD;Extremadura;Badajoz;0,6;24
2019;6;BADAJOZ/TALAVERA LA REAL;Extremadura;Badajoz;0,6;12
2019;6;BAEZA;Andalucía;Jaén;0,0;0
2019;6;BAILO,PUYALTO;Aragón;Huesca;70,6;276
2019;6;BAILÉN;Andalucía;Jaén;0,2;12
2019;6;BALLOBAR, DEPÓSITO;Aragón;Huesca;5,0;24
2019;6;BALMASEDA;País Vasco;Bizkaia;8,4;84
2019;6;BALSARENY;Cataluña;Barcelona;9,0;36
2019;6;BANYALBUFAR;Illes Balears;Illes Balears;0,4;12
2019;6;BARBADILLO;Castilla y León;Salamanca;6,2;84
2019;6;BARBASTRO;Aragón;Huesca;0,0;0
2019;6;BARBATE, DEPURADORA;Andalucía;Cádiz;0,0;0
2019;6;BARCELONA (FABRA);Cataluña;Barcelona;19,1;66
2019;6;BARCELONA, AEROPUERTO;Cataluña;Barcelona;37,4;324
2019;6;BARCELONA, DRASSANES;Cataluña;Barcelona;0,0;0
2019;6;BARCELONA, PORT OLÍMPIC;Cataluña;Barcelona;29,9;204
2019;6;BARCO DE AVILA;Castilla y León;Ávila;1,6;12
2019;6;BARDENAS REALES, BASE AÉREA;Comunidad Foral de Navarra;Navarra;21,4;144
2019;6;BARGAÉU PILOÑA;Principado de Asturias;Asturias;75,0;120
2019;6;BARRIOMARTIN-EL ROBLEDO;Castilla y León;Soria;21,6;180
2019;6;BARRUERA;Cataluña;Lleida;0,0;0
2019;6;BARX;Comunitat Valenciana;Valencia/València;1,2;12
2019;6;BAZA, CRUZ ROJA;Andalucía;Granada;9,6;72
2019;6;BAZTÁN, IRURITA;Comunidad Foral de Navarra;Navarra;66,8;108
2019;6;BAÑOBAREZ;Castilla y León;Salamanca;36,6;180
2019;6;BEARIZ;Galicia;Ourense;59,2;120
2019;6;BEASAIN, ARRIARAN;País Vasco;Gipuzkoa;34,0;84
2019;6;BECERREA-PENAMAIOR;Galicia;Lugo;64,2;132
2019;6;BELLO;Aragón;Teruel;4,4;36
2019;6;BELORADO;Castilla y León;Burgos;34,4;66
2019;6;BENABARRE;Aragón;Huesca;20,4;264
2019;6;BENAHAVIS (LA ZAGALETA - AUTOMATICA);Andalucía;Málaga;0,0;0
2019;6;BENAMEJÍ-ALCACHOFARES ALTOS;Andalucía;Córdoba;0,0;0
2019;6;BENASQUE;Aragón;Huesca;35,4;96
2019;6;BENAVENTE;Castilla y León;Zamora;30,4;168
2019;6;BENIZAR;Región de Murcia;Murcia;3,0;60
2019;6;BENS-A CORUÑA;Galicia;A Coruña;69,9;222
2019;6;BERA;Comunidad Foral de Navarra;Navarra;104,2;252
2019;6;BERGA, INSTITUTO;Cataluña;Barcelona;32,4;204
2019;6;BETETA;Castilla - La Mancha;Cuenca;2,6;72
2019;6;BICORP;Comunitat Valenciana;Valencia/València;0,2;12
2019;6;BIELSA;Aragón;Huesca;55,4;660
2019;6;BIESCAS, EMBALSE DE BÚBAL;Aragón;Huesca;92,2;348
2019;6;BILBAO AEROPUERTO;País Vasco;Bizkaia;25,9;78
2019;6;BINISSALEM-SA VINYOTA;Illes Balears;Illes Balears;0,0;0
2019;6;BLANES, JARDIN BOTANICO;Cataluña;Girona;19,4;120
2019;6;BOADILLA FUENTE SAN ESTEBAN;Castilla y León;Salamanca;16,6;108
2019;6;BOIRO;Galicia;A Coruña;56,6;156
2019;6;BOSSOST-CENTRAL;Cataluña;Lleida;56,2;144
2019;6;BRIHUEGA;Castilla - La Mancha;Guadalajara;3,8;48
2019;6;BRIVIESCA;Castilla y León;Burgos;18,8;72
2019;6;BROZAS (AUTOMATICA);Extremadura;Cáceres;0,4;12
2019;6;BUITRAGO;Comunidad de Madrid;Madrid;0,7;18
