province,year_month,passengers,operations,cargo_kg,airport_count
Santa Cruz de Tenerife,2021-04,381470,7081,1019804,5
Santa Cruz de Tenerife,2021-05,527549,8408,1039461,5
Santa Cruz de Tenerife,2021-06,660234,9526,1177859,5
Santa Cruz de Tenerife,2021-07,941087,12255,1211182,5
Santa Cruz de Tenerife,2021-08,1178134,13191,1136820,5
Santa Cruz de Tenerife,2021-09,1077248,12078,1106579,5
Santa Cruz de Tenerife,2021-10,1267485,12124,1002577,5
Santa Cruz de Tenerife,2021-11,1291946,12343,1074106,5
Santa Cruz de Tenerife,2021-12,1246042,13817,1312434,5
Santa Cruz de Tenerife,2022-01,1112714,12805,1153550,5
Santa Cruz de Tenerife,2022-02,1272332,12499,1333707,5
Santa Cruz de Tenerife,2022-03,1534249,14677,1343581,5
Santa Cruz de Tenerife,2022-04,1573965,14689,1303214,5
Santa Cruz de Tenerife,2022-05,1386414,13695,1317338,5
Santa Cruz de Tenerife,2022-06,1437635,13685,1249582,5
Santa Cruz de Tenerife,2022-07,1600615,15599,1052773,5
Santa Cruz de Tenerife,2022-08,1630710,15357,1066296,5
Santa Cruz de Tenerife,2022-09,1463525,13947,1099685,5
Santa Cruz de Tenerife,2022-10,1646544,15528,1101344,5
Santa Cruz de Tenerife,2022-11,1678045,15863,1194497,5
Santa Cruz de Tenerife,2022-12,1726651,16401,1207716,5
Santa Cruz de Tenerife,2023-01,1657803,15083,1048009,5
Santa Cruz de Tenerife,2023-02,1611947,14570,961048,5
Santa Cruz de Tenerife,2023-03,1802711,16647,1282097,5
Santa Cruz de Tenerife,2023-04,1680257,15406,1156650,5
Santa Cruz de Tenerife,2023-05,1529359,14813,1063153,5
Santa Cruz de Tenerife,2023-06,1521788,14726,989072,5
Santa Cruz de Tenerife,2023-07,1692054,16614,987407,5
Santa Cruz de Tenerife,2023-08,1689369,17212,1031239,5
Santa Cruz de Tenerife,2023-09,1588680,15746,924962,5
Santa Cruz de Tenerife,2023-10,1757769,16848,1049495,5
Santa Cruz de Tenerife,2023-11,1822248,16941,1085793,5
Santa Cruz de Tenerife,2023-12,1887230,17468,1113252,5
Santa Cruz de Tenerife,2024-01,1822772,16336,1103072,5
Santa Cruz de Tenerife,2024-02,1857528,16515,1086615,5
Santa Cruz de Tenerife,2024-03,2084491,18375,1142994,5
Santa Cruz de Tenerife,2024-04,1791103,16652,1424120,5
Santa Cruz de Tenerife,2024-05,1704661,16331,1206138,5
Santa Cruz de Tenerife,2024-06,1718325,16127,1165578,5
Santa Cruz de Tenerife,2024-07,1861529,17348,1206038,5
Santa Cruz de Tenerife,2024-08,1908798,17550,989603,5
Santa Cruz de Tenerife,2024-09,1746924,16798,1071041,5
Santa Cruz de Tenerife,2024-10,1898037,17532,1247053,5
Santa Cruz de Tenerife,2024-11,2020821,18705,1139907,5
Santa Cruz de Tenerife,2024-12,2031007,18880,1232191,5
Sevilla,2015-01,250559,3025,443533,1
Sevilla,2015-02,346544,3691,525902,1
Sevilla,2015-03,346544,3691,525902,1
Sevilla,2015-04,409251,3969,613938,1
Sevilla,2015-05,414882,4744,438660,1
Sevilla,2015-06,378524,4235,496838,1
Sevilla,2015-07,395260,4073,508879,1
Sevilla,2015-08,407458,3824,413828,1
Sevilla,2015-09,405713,3958,483547,1
Sevilla,2015-10,395850,4059,519022,1
Sevilla,2015-11,318751,4056,521182,1
Sevilla,2015-12,317735,3326,619624,1
Sevilla,2016-01,288509,3179,436604,1
Sevilla,2016-02,311918,3178,497864,1
Sevilla,2016-03,381706,3768,592857,1
Sevilla,2016-04,426634,4113,903261,1
Sevilla,2016-05,439465,4287,527061,1
Sevilla,2016-06,407611,4262,540812,1
Sevilla,2016-07,410859,4069,523591,1
Sevilla,2016-08,419312,3937,461907,1
Sevilla,2016-09,419111,4124,511255,1
Sevilla,2016-10,425297,4014,541555,1
Sevilla,2016-11,353276,3483,570492,1
Sevilla,2016-12,341616,3426,519198,1
Sevilla,2017-01,320488,3203,495527,1
Sevilla,2017-02,327883,3201,588097,1
Sevilla,2017-03,419445,3883,674897,1
Sevilla,2017-04,459104,4042,1097537,1
Sevilla,2017-05,454884,4479,859746,1
Sevilla,2017-06,433830,4242,720670,1
Sevilla,2017-07,432483,4340,943806,1
Sevilla,2017-08,430085,3994,936105,1
Sevilla,2017-09,452001,4251,951693,1
Sevilla,2017-10,477041,4553,1133585,1
Sevilla,2017-11,456607,4318,1221993,1
Sevilla,2017-12,444966,4155,1092311,1
Sevilla,2018-01,424958,4077,1197966,1
Sevilla,2018-02,433622,4158,983395,1
Sevilla,2018-03,530032,4620,1213707,1
Sevilla,2018-04,562143,5002,1471724,1
Sevilla,2018-05,572960,5128,1105115,1
Sevilla,2018-06,541107,4987,1063450,1
Sevilla,2018-07,532099,4963,1077623,1
Sevilla,2018-08,525791,4616,840861,1
Sevilla,2018-09,563301,5104,901299,1
Sevilla,2018-10,603741,5418,986902,1
Sevilla,2018-11,548079,4922,972178,1
Sevilla,2018-12,542650,4918,702932,1
Sevilla,2019-01,522375,4929,773367,1
Sevilla,2019-02,521770,4908,649589,1
Sevilla,2019-03,641110,5480,690085,1
Sevilla,2019-04,682786,5680,1093261,1
Sevilla,2019-05,685045,5962,716680,1
Sevilla,2019-06,666903,5499,716920,1
Sevilla,2019-07,641440,5345,764084,1
Sevilla,2019-08,632775,5113,661099,1
Sevilla,2019-09,673466,5631,885964,1
Sevilla,2019-10,692643,5682,1073424,1
Sevilla,2019-11,597855,4968,968452,1
Sevilla,2019-12,586189,4915,898865,1
Sevilla,2020-01,546798,4728,952685,1
Sevilla,2020-02,564265,4763,867896,1
Sevilla,2020-03,257189,3238,784108,1
Sevilla,2020-04,2085,579,509820,1
Sevilla,2020-05,5269,692,621069,1
Sevilla,2020-06,23583,1589,820752,1
Sevilla,2020-07,185957,3457,897309,1
Sevilla,2020-08,255943,4044,746189,1
Sevilla,2020-09,178083,3381,707849,1
Sevilla,2020-10,157896,3111,906316,1
Sevilla,2020-11,50919,2037,931326,1
Sevilla,2020-12,87838,2021,888272,1
Sevilla,2021-01,66452,1740,695467,1
Sevilla,2021-02,37109,1554,669713,1
Sevilla,2021-03,52154,2370,805427,1
Sevilla,2021-04,79015,2326,722143,1
Sevilla,2021-05,156964,3330,759214,1
Sevilla,2021-06,293098,4120,792524,1
Sevilla,2021-07,412462,4833,739734,1
Sevilla,2021-08,466490,4479,691727,1
Sevilla,2021-09,461242,4818,754487,1
Sevilla,2021-10,523972,5141,729924,1
Sevilla,2021-11,460855,4607,844300,1
Sevilla,2021-12,434652,4523,921529,1
Sevilla,2022-01,321034,3881,733925,1
Sevilla,2022-02,402923,3918,763861,1
Sevilla,2022-03,542690,4764,832389,1
Sevilla,2022-04,598247,5381,797516,1
Sevilla,2022-05,635220,5890,824043,1
Sevilla,2022-06,619449,5714,898609,1
Sevilla,2022-07,608720,5306,825602,1
Sevilla,2022-08,616582,4876,775687,1
Sevilla,2022-09,625356,5419,863136,1
Sevilla,2022-10,665977,5724,842047,1
Sevilla,2022-11,575978,4898,891650,1
Sevilla,2022-12,567277,4592,917633,1
Sevilla,2023-01,554141,4792,826470,1
Sevilla,2023-02,543349,4572,843874,1
Sevilla,2023-03,653918,5319,1265110,1
Sevilla,2023-04,676804,5555,1115671,1
Sevilla,2023-05,742050,5984,924447,1
Sevilla,2023-06,673985,5479,930159,1
Sevilla,2023-07,677380,5317,826072,1
Sevilla,2023-08,717526,5290,747089,1
Sevilla,2023-09,740619,5805,784709,1
Sevilla,2023-10,770891,5978,882735,1
Sevilla,2023-11,652855,5365,911229,1
Sevilla,2023-12,668006,5318,856409,1
Sevilla,2024-01,620634,5057,941292,1
Sevilla,2024-02,656259,5022,842145,1
Sevilla,2024-03,773745,5749,799053,1
Sevilla,2024-04,848669,6801,911256,1
Sevilla,2024-05,852376,6632,878929,1
Sevilla,2024-06,777627,6079,877359,1
Sevilla,2024-07,760539,5962,916580,1
Sevilla,2024-08,764518,5718,812172,1
Sevilla,2024-09,796310,6105,892782,1
Sevilla,2024-10,839011,6415,1038077,1
Sevilla,2024-11,737396,6010,1001610,1
Sevilla,2024-12,748675,5890,1043754,1
Tarragona,2015-01,8807,776,0,1
Tarragona,2015-02,10511,688,0,1
Tarragona,2015-03,10511,688,0,1
Tarragona,2015-04,27540,915,0,1
Tarragona,2015-05,83647,1520,0,1
Tarragona,2015-06,123705,1677,10,1
Tarragona,2015-07,130409,1662,0,1
Tarragona,2015-08,130818,1427,0,1
Tarragona,2015-09,106555,1361,0,1
Tarragona,2015-10,59322,1291,0,1
Tarragona,2015-11,7980,870,0,1
Tarragona,2015-12,7869,727,0,1
Tarragona,2016-01,5549,761,0,1
Tarragona,2016-02,5561,885,0,1
Tarragona,2016-03,11148,758,0,1
Tarragona,2016-04,27692,954,0,1
Tarragona,2016-05,90687,1317,0,1
Tarragona,2016-06,135265,1656,0,1
Tarragona,2016-07,167641,1952,0,1
Tarragona,2016-08,156129,1709,0,1
Tarragona,2016-09,125757,1499,0,1
Tarragona,2016-10,74831,1381,0,1
Tarragona,2016-11,9730,868,0,1
Tarragona,2016-12,7775,733,0,1
Tarragona,2017-01,9483,663,0,1
Tarragona,2017-02,7315,711,0,1
Tarragona,2017-03,11613,979,0,1
Tarragona,2017-04,42323,1087,0,1
Tarragona,2017-05,116140,1825,0,1
Tarragona,2017-06,176627,1966,0,1
Tarragona,2017-07,192145,2182,0,1
Tarragona,2017-08,190940,1778,0,1
Tarragona,2017-09,159578,1750,0,1
Tarragona,2017-10,95663,1555,0,1
Tarragona,2017-11,8060,885,0,1
Tarragona,2017-12,9002,642,0,1
Tarragona,2018-01,6612,745,0,1
Tarragona,2018-02,6777,806,0,1
Tarragona,2018-03,16428,928,0,1
Tarragona,2018-04,43750,1274,0,1
Tarragona,2018-05,122969,1687,0,1
Tarragona,2018-06,185574,1970,0,1
Tarragona,2018-07,194422,2227,0,1
Tarragona,2018-08,185240,1687,0,1
Tarragona,2018-09,169108,1947,0,1
Tarragona,2018-10,90451,1493,0,1
Tarragona,2018-11,9671,1061,0,1
Tarragona,2018-12,6763,1030,0,1
Tarragona,2019-01,5834,756,0,1
Tarragona,2019-02,3895,1141,0,1
Tarragona,2019-03,4782,1155,0,1
Tarragona,2019-04,54356,1233,0,1
Tarragona,2019-05,135741,1909,0,1
Tarragona,2019-06,189263,2226,0,1
Tarragona,2019-07,193143,2214,0,1
Tarragona,2019-08,196893,1785,0,1
Tarragona,2019-09,160594,1897,0,1
Tarragona,2019-10,94385,1683,0,1
Tarragona,2019-11,4852,1052,0,1
Tarragona,2019-12,2511,628,0,1
Tarragona,2020-01,1669,1164,0,1
Tarragona,2020-02,2946,1103,0,1
Tarragona,2020-03,1301,368,0,1
Tarragona,2020-04,163,54,0,1
Tarragona,2020-05,226,336,0,1
Tarragona,2020-06,429,1256,0,1
Tarragona,2020-07,14513,1948,0,1
Tarragona,2020-08,9680,1532,0,1
Tarragona,2020-09,4774,1497,0,1
Tarragona,2020-10,2983,1350,0,1
Tarragona,2020-11,380,1201,0,1
Tarragona,2020-12,396,694,0,1
Tarragona,2021-01,313,977,0,1
Tarragona,2021-02,356,1081,0,1
Tarragona,2021-03,562,1575,0,1
Tarragona,2021-04,386,1124,0,1
Tarragona,2021-05,577,1039,0,1
Tarragona,2021-06,7857,1090,0,1
Tarragona,2021-07,25070,1535,0,1
Tarragona,2021-08,45476,1164,0,1
Tarragona,2021-09,40233,1286,0,1
Tarragona,2021-10,37491,1687,0,1
Tarragona,2021-11,317,1239,0,1
Tarragona,2021-12,249,809,0,1
Tarragona,2022-01,247,1215,0,1
Tarragona,2022-02,208,1134,0,1
Tarragona,2022-03,4350,1022,0,1
Tarragona,2022-04,58456,1423,0,1
Tarragona,2022-05,121465,2303,0,1
Tarragona,2022-06,154180,2428,0,1
Tarragona,2022-07,161662,2256,0,1
Tarragona,2022-08,162501,1717,0,1
Tarragona,2022-09,148341,2086,0,1
Tarragona,2022-10,98094,2305,0,1
Tarragona,2022-11,1928,1278,0,1
Tarragona,2022-12,390,878,0,1
Tarragona,2023-01,391,1272,0,1
Tarragona,2023-02,579,1520,0,1
Tarragona,2023-03,11142,1676,0,1
Tarragona,2023-04,77562,1660,0,1
Tarragona,2023-05,138170,1828,0,1
Tarragona,2023-06,165704,2170,0,1
Tarragona,2023-07,175480,2084,0,1
Tarragona,2023-08,178651,1703,0,1
Tarragona,2023-09,165815,2221,0,1
Tarragona,2023-10,126811,1969,0,1
Tarragona,2023-11,4176,1358,0,1
Tarragona,2023-12,944,1052,0,1
Tarragona,2024-01,766,1414,0,1
Tarragona,2024-02,793,1374,0,1
Tarragona,2024-03,6682,1460,0,1
Tarragona,2024-04,101970,2227,0,1
Tarragona,2024-05,161912,2374,0,1
Tarragona,2024-06,191340,2441,0,1
Tarragona,2024-07,199467,2526,0,1
Tarragona,2024-08,206763,1902,0,1
Tarragona,2024-09,179592,2150,0,1
Tarragona,2024-10,126809,1800,0,1
Tarragona,2024-11,4424,1276,0,1
Tarragona,2024-12,996,977,0,1
Valencia,2015-01,271120,3920,985686,1
Valencia,2015-02,360249,4457,1163577,1
Valencia,2015-03,360249,4457,1163577,1
Valencia,2015-04,447485,5192,1074669,1
Valencia,2015-05,446793,5330,1120666,1
Valencia,2015-06,479912,5432,1486453,1
Valencia,2015-07,548209,5932,1451338,1
Valencia,2015-08,599921,5887,767034,1
Valencia,2015-09,490990,5224,1033762,1
Valencia,2015-10,463152,5156,1269861,1
Valencia,2015-11,343126,4391,1145944,1
Valencia,2015-12,329570,4324,1057163,1
Valencia,2016-01,307717,4025,935923,1
Valencia,2016-02,328246,4217,1032610,1
Valencia,2016-03,421621,4717,1034815,1
Valencia,2016-04,468740,5149,1102664,1
Valencia,2016-05,515049,5536,1138669,1
Valencia,2016-06,535174,5845,1133057,1
Valencia,2016-07,628574,6547,1040288,1
Valencia,2016-08,680102,6542,803677,1
Valencia,2016-09,566433,5798,1010222,1
Valencia,2016-10,538207,5460,1020914,1
Valencia,2016-11,405482,4569,1266010,1
Valencia,2016-12,403508,4399,1062633,1
Valencia,2017-01,368737,4278,1032050,1
Valencia,2017-02,364755,4174,1016951,1
Valencia,2017-03,464526,4903,1373456,1
Valencia,2017-04,561842,5530,988809,1
Valencia,2017-05,589723,6105,1227064,1
Valencia,2017-06,624584,6238,1171523,1
Valencia,2017-07,719310,6871,1111713,1
Valencia,2017-08,754523,6942,828678,1
Valencia,2017-09,658642,6273,1049120,1
Valencia,2017-10,639587,6200,1084871,1
Valencia,2017-11,509629,5490,1190574,1
Valencia,2017-12,489373,5038,1050935,1
Valencia,2018-01,468909,5138,1357809,1
Valencia,2018-02,467522,4919,1026197,1
Valencia,2018-03,597146,5849,1193658,1
Valencia,2018-04,665947,6486,1090580,1
Valencia,2018-05,681743,6883,1179491,1
Valencia,2018-06,691772,6916,1340762,1
Valencia,2018-07,791662,7810,1343292,1
Valencia,2018-08,824392,7372,1065750,1
Valencia,2018-09,725610,6460,1134970,1
Valencia,2018-10,710921,6655,1213304,1
Valencia,2018-11,577686,5666,1441321,1
Valencia,2018-12,566494,5683,1112660,1
Valencia,2019-01,543595,5720,1359702,1
Valencia,2019-02,524073,5313,1056843,1
Valencia,2019-03,668421,6088,1134119,1
Valencia,2019-04,752055,6523,1170068,1
Valencia,2019-05,747036,6858,1636123,1
Valencia,2019-06,780180,6922,1066978,1
Valencia,2019-07,858784,7436,1279010,1
Valencia,2019-08,889748,7406,915471,1
Valencia,2019-09,791361,6999,1140123,1
Valencia,2019-10,768517,6976,1223570,1
Valencia,2019-11,619664,5854,1380531,1
Valencia,2019-12,596145,5607,1153304,1
Valencia,2020-01,561235,5474,1067230,1
Valencia,2020-02,553384,5442,1038102,1
Valencia,2020-03,236549,3322,989559,1
Valencia,2020-04,1253,500,1034386,1
Valencia,2020-05,1387,761,724555,1
Valencia,2020-06,24988,1431,865899,1
Valencia,2020-07,264319,3821,1157320,1
Valencia,2020-08,338430,4783,778967,1
Valencia,2020-09,187892,3361,972758,1
Valencia,2020-10,152644,2737,1044877,1
Valencia,2020-11,71816,2052,1059549,1
Valencia,2020-12,93598,2217,1130780,1
Valencia,2021-01,72481,2052,861319,1
Valencia,2021-02,46181,1784,984624,1
Valencia,2021-03,71357,2032,1070025,1
Valencia,2021-04,101348,2227,1172638,1
Valencia,2021-05,154483,2795,1001915,1
Valencia,2021-06,318263,4316,1128223,1
Valencia,2021-07,539755,6099,1071846,1
Valencia,2021-08,666894,6645,886406,1
Valencia,2021-09,567404,5857,1083439,1
Valencia,2021-10,598175,5817,1135943,1
Valencia,2021-11,484859,5021,1160319,1
Valencia,2021-12,457285,4986,1166354,1
Valencia,2022-01,338311,4188,1024189,1
Valencia,2022-02,391472,4147,1070464,1
Valencia,2022-03,540915,5163,1206565,1
Valencia,2022-04,716259,6426,1062410,1
Valencia,2022-05,739159,6850,1239645,1
Valencia,2022-06,800102,6957,1245055,1
Valencia,2022-07,878944,7660,1170710,1
Valencia,2022-08,903183,7434,1015329,1
Valencia,2022-09,811440,6917,1116164,1
Valencia,2022-10,794965,6845,1351102,1
Valencia,2022-11,588355,5387,1173708,1
Valencia,2022-12,611716,5527,1113472,1
Valencia,2023-01,586671,5328,1038922,1
Valencia,2023-02,555683,5031,1055922,1
Valencia,2023-03,705897,6085,1279681,1
Valencia,2023-04,863536,6967,994575,1
Valencia,2023-05,886980,7446,1202871,1
Valencia,2023-06,907956,7387,1287695,1
Valencia,2023-07,1035710,8311,1147073,1
Valencia,2023-08,1072418,8180,922542,1
Valencia,2023-09,949454,7657,1093272,1
Valencia,2023-10,967431,7782,1087013,1
Valencia,2023-11,691213,5972,1499333,1
Valencia,2023-12,725332,6091,1067060,1
Valencia,2024-01,654747,5699,1014225,1
Valencia,2024-02,648909,5536,1044865,1
Valencia,2024-03,824631,6402,1019511,1
Valencia,2024-04,945513,7549,1158707,1
Valencia,2024-05,982450,7936,1199506,1
Valencia,2024-06,991678,7847,1065658,1
Valencia,2024-07,1086705,8374,1153945,1
Valencia,2024-08,1118748,8307,865277,1
Valencia,2024-09,1058191,8208,1037907,1
Valencia,2024-10,1011367,8194,1094234,1
Valencia,2024-11,694507,6803,1094835,1
Valencia,2024-12,794517,6645,1144112,1
Valladolid,2015-01,9585,210,0,1
Valladolid,2015-02,15816,351,9271,1
Valladolid,2015-03,15816,351,9271,1
Valladolid,2015-04,19029,352,880,1
Valladolid,2015-05,24326,441,764,1
Valladolid,2015-06,19472,439,5939,1
Valladolid,2015-07,23102,505,2920,1
Valladolid,2015-08,26353,561,215,1
Valladolid,2015-09,21207,507,2162,1
Valladolid,2015-10,22770,511,30728,1
Valladolid,2015-11,12982,300,16268,1
Valladolid,2015-12,12517,256,250,1
Valladolid,2016-01,11487,195,3085,1
Valladolid,2016-02,12554,243,12857,1
Valladolid,2016-03,20703,362,4097,1
Valladolid,2016-04,27516,375,3956,1
Valladolid,2016-05,25680,409,60,1
Valladolid,2016-06,18470,441,2195,1
Valladolid,2016-07,21748,490,1878,1
Valladolid,2016-08,24418,491,0,1
Valladolid,2016-09,21313,550,0,1
Valladolid,2016-10,23062,452,820,1
Valladolid,2016-11,13291,241,884,1
Valladolid,2016-12,11626,172,30,1
Valladolid,2017-01,10706,252,1890,1
Valladolid,2017-02,11176,234,6149,1
Valladolid,2017-03,18902,345,0,1
Valladolid,2017-04,25496,508,180,1
Valladolid,2017-05,22739,406,0,1
Valladolid,2017-06,18065,447,200,1
Valladolid,2017-07,23931,600,0,1
Valladolid,2017-08,25269,534,845,1
Valladolid,2017-09,19371,572,10340,1
Valladolid,2017-10,21263,636,400,1
Valladolid,2017-11,13990,324,30,1
Valladolid,2017-12,16351,242,5511,1
Valladolid,2018-01,12835,266,0,1
Valladolid,2018-02,12263,268,210,1
Valladolid,2018-03,22133,306,1010,1
Valladolid,2018-04,26410,381,2220,1
Valladolid,2018-05,26196,444,4447,1
Valladolid,2018-06,19154,381,57,1
Valladolid,2018-07,22104,493,947,1
Valladolid,2018-08,27387,669,132,1
Valladolid,2018-09,23435,601,915,1
Valladolid,2018-10,24458,546,19382,1
Valladolid,2018-11,18290,376,107935,1
Valladolid,2018-12,18446,302,12432,1
Valladolid,2019-01,13977,223,0,1
Valladolid,2019-02,14721,385,4835,1
Valladolid,2019-03,22544,481,3360,1
Valladolid,2019-04,24521,422,0,1
Valladolid,2019-05,24741,592,160,1
Valladolid,2019-06,24093,663,0,1
Valladolid,2019-07,24270,602,260,1
Valladolid,2019-08,26323,726,0,1
Valladolid,2019-09,24592,723,0,1
Valladolid,2019-10,21359,487,0,1
Valladolid,2019-11,13656,176,0,1
Valladolid,2019-12,14427,190,2234,1
Valladolid,2020-01,12756,193,1000,1
Valladolid,2020-02,14746,360,0,1
Valladolid,2020-03,6643,183,0,1
Valladolid,2020-04,38,18,442,1
Valladolid,2020-05,97,32,0,1
Valladolid,2020-06,882,66,0,1
Valladolid,2020-07,7650,520,0,1
Valladolid,2020-08,11719,510,0,1
Valladolid,2020-09,7083,381,0,1
Valladolid,2020-10,5386,233,2400,1
Valladolid,2020-11,1785,210,745,1
Valladolid,2020-12,3063,138,964,1
Valladolid,2021-01,2179,116,0,1
Valladolid,2021-02,216,186,634,1
Valladolid,2021-03,355,372,0,1
Valladolid,2021-04,463,258,0,1
Valladolid,2021-05,4051,495,50,1
Valladolid,2021-06,6405,567,0,1
Valladolid,2021-07,16453,803,0,1
Valladolid,2021-08,22849,867,0,1
Valladolid,2021-09,14042,655,0,1
Valladolid,2021-10,12898,650,350,1
Valladolid,2021-11,9868,411,0,1
Valladolid,2021-12,12764,271,954,1
Valladolid,2022-01,6999,471,0,1
Valladolid,2022-02,5584,475,0,1
Valladolid,2022-03,11468,397,0,1
Valladolid,2022-04,13951,605,0,1
Valladolid,2022-05,12355,866,4692,1
Valladolid,2022-06,14068,700,900,1
Valladolid,2022-07,21000,956,0,1
Valladolid,2022-08,25399,926,0,1
Valladolid,2022-09,17044,703,0,1
Valladolid,2022-10,14567,552,650,1
Valladolid,2022-11,12372,343,75,1
Valladolid,2022-12,17199,284,0,1
Valladolid,2023-01,11263,298,440,1
Valladolid,2023-02,9036,427,800,1
Valladolid,2023-03,13718,523,0,1
Valladolid,2023-04,21466,683,0,1
Valladolid,2023-05,24795,609,1650,1
Valladolid,2023-06,18615,616,0,1
Valladolid,2023-07,21518,865,3200,1
Valladolid,2023-08,23031,777,0,1
Valladolid,2023-09,19972,636,0,1
Valladolid,2023-10,21705,489,0,1
Valladolid,2023-11,10368,294,30,1
Valladolid,2023-12,16403,318,0,1
Valladolid,2024-01,10075,376,0,1
Valladolid,2024-02,13437,414,0,1
Valladolid,2024-03,17933,486,0,1
Valladolid,2024-04,19149,637,0,1
Valladolid,2024-05,22026,536,170,1
Valladolid,2024-06,14677,581,55,1
Valladolid,2024-07,19321,893,0,1
Valladolid,2024-08,20835,868,0,1
Valladolid,2024-09,14558,621,0,1
Valladolid,2024-10,18104,458,0,1
Valladolid,2024-11,8603,418,0,1
Valladolid,2024-12,13320,314,0,1
Zaragoza,2015-01,26208,427,5460976,1
Zaragoza,2015-02,35852,611,7441597,1
Zaragoza,2015-03,35852,611,7441597,1
Zaragoza,2015-04,38966,587,6702473,1
Zaragoza,2015-05,30301,563,6147104,1
Zaragoza,2015-06,35597,672,5231899,1
Zaragoza,2015-07,47214,687,5911443,1
Zaragoza,2015-08,49287,661,8516364,1
Zaragoza,2015-09,40903,755,9980557,1
Zaragoza,2015-10,33051,596,9166018,1
Zaragoza,2015-11,23726,491,7968688,1
Zaragoza,2015-12,33019,528,6635925,1
Zaragoza,2016-01,27076,468,6867883,1
Zaragoza,2016-02,27089,496,7793446,1
Zaragoza,2016-03,39601,588,8547329,1
Zaragoza,2016-04,34878,588,9138393,1
Zaragoza,2016-05,33585,557,7503232,1
Zaragoza,2016-06,37161,652,6688761,1
Zaragoza,2016-07,44907,725,7940855,1
Zaragoza,2016-08,46776,747,11534527,1
Zaragoza,2016-09,36494,733,11735909,1
Zaragoza,2016-10,32757,621,11688945,1
Zaragoza,2016-11,26833,603,12054303,1
Zaragoza,2016-12,32372,491,8647769,1
Zaragoza,2017-01,26224,470,9008485,1
Zaragoza,2017-02,23080,472,8926947,1
Zaragoza,2017-03,37472,612,10709224,1
Zaragoza,2017-04,42289,634,10704718,1
Zaragoza,2017-05,33278,618,10489171,1
Zaragoza,2017-06,39316,700,7658326,1
Zaragoza,2017-07,50047,779,10069136,1
Zaragoza,2017-08,51923,793,16299716,1
Zaragoza,2017-09,42378,797,15983073,1
Zaragoza,2017-10,34877,835,17177516,1
Zaragoza,2017-11,25804,644,14525377,1
Zaragoza,2017-12,31347,611,10633518,1
Zaragoza,2018-01,27311,580,11493462,1
Zaragoza,2018-02,25705,551,12330551,1
Zaragoza,2018-03,35255,659,13936894,1
Zaragoza,2018-04,40035,755,14735865,1
Zaragoza,2018-05,34731,663,12571859,1
Zaragoza,2018-06,47797,825,9512460,1
Zaragoza,2018-07,62019,936,12449978,1
Zaragoza,2018-08,64373,940,15934398,1
Zaragoza,2018-09,52548,982,16908784,1
Zaragoza,2018-10,36939,804,19541515,1
Zaragoza,2018-11,28489,675,16448753,1
Zaragoza,2018-12,33862,621,10966374,1
Zaragoza,2019-01,29253,561,12420527,1
Zaragoza,2019-02,26871,615,13986608,1
Zaragoza,2019-03,35007,706,17327556,1
Zaragoza,2019-04,42210,707,15874297,1
Zaragoza,2019-05,34864,687,12859279,1
Zaragoza,2019-06,42148,695,7427827,1
Zaragoza,2019-07,54052,884,12826216,1
Zaragoza,2019-08,51147,784,15610688,1
Zaragoza,2019-09,45900,805,16604199,1
Zaragoza,2019-10,36897,800,20862168,1
Zaragoza,2019-11,32497,789,20911484,1
Zaragoza,2019-12,36937,739,15908219,1
Zaragoza,2020-01,34155,690,14976853,1
Zaragoza,2020-02,33464,701,13672141,1
Zaragoza,2020-03,14419,426,10292523,1
Zaragoza,2020-04,4,112,4301653,1
Zaragoza,2020-05,47,190,3895146,1
Zaragoza,2020-06,607,297,5343614,1
Zaragoza,2020-07,22490,665,10144824,1
Zaragoza,2020-08,32539,757,14717757,1
Zaragoza,2020-09,17159,832,18796047,1
Zaragoza,2020-10,8470,781,19939757,1
Zaragoza,2020-11,2606,584,15270604,1
Zaragoza,2020-12,6384,523,12026762,1
Zaragoza,2021-01,4714,506,15462047,1
Zaragoza,2021-02,1581,455,13460648,1
Zaragoza,2021-03,3159,565,17996651,1
Zaragoza,2021-04,5197,540,16207798,1
Zaragoza,2021-05,8954,664,12812722,1
Zaragoza,2021-06,20097,693,12643391,1
Zaragoza,2021-07,40248,909,14327592,1
Zaragoza,2021-08,49831,877,16243191,1
Zaragoza,2021-09,37845,1081,18793173,1
Zaragoza,2021-10,31490,997,20755592,1
Zaragoza,2021-11,35852,963,20044341,1
Zaragoza,2021-12,39481,918,15745975,1
Zaragoza,2022-01,26274,763,12027585,1
Zaragoza,2022-02,29622,685,11239517,1
Zaragoza,2022-03,44619,812,13348682,1
Zaragoza,2022-04,52954,861,12801302,1
Zaragoza,2022-05,51083,889,8943953,1
Zaragoza,2022-06,62259,882,7629400,1
Zaragoza,2022-07,69483,954,7669082,1
Zaragoza,2022-08,72152,890,10069528,1
Zaragoza,2022-09,61279,920,10410728,1
Zaragoza,2022-10,58851,917,12098911,1
Zaragoza,2022-11,44920,773,11523598,1
Zaragoza,2022-12,54341,736,9205679,1
Zaragoza,2023-01,51341,646,8095244,1
Zaragoza,2023-02,46212,706,9182514,1
Zaragoza,2023-03,54031,820,12035624,1
Zaragoza,2023-04,64548,835,11378579,1
Zaragoza,2023-05,54427,783,7806551,1
Zaragoza,2023-06,58447,823,5922965,1
Zaragoza,2023-07,71367,918,8718597,1
