province,year_month,passengers,operations,cargo_kg,airport_count
Asturias,2022-08,164129,1215,408,1
Asturias,2022-09,146742,1176,618,1
Asturias,2022-10,127300,1067,1384,1
Asturias,2022-11,121334,988,328,1
Asturias,2022-12,139217,1130,696,1
Asturias,2023-01,115356,964,1399,1
Asturias,2023-02,113409,931,1316,1
Asturias,2023-03,142075,1086,1289,1
Asturias,2023-04,163308,1259,744,1
Asturias,2023-05,172017,1304,1034,1
Asturias,2023-06,189508,1433,1346,1
Asturias,2023-07,210778,1604,583,1
Asturias,2023-08,205520,1481,994,1
Asturias,2023-09,198270,1493,1232,1
Asturias,2023-10,180765,1437,434,1
Asturias,2023-11,134882,1084,336,1
Asturias,2023-12,148959,1213,787,1
Asturias,2024-01,122640,1035,177,1
Asturias,2024-02,128636,1027,511,1
Asturias,2024-03,153847,1209,95,1
Asturias,2024-04,169253,1314,1152,1
Asturias,2024-05,172941,1399,264,1
Asturias,2024-06,185504,1382,1214,1
Asturias,2024-07,199030,1533,150,1
Asturias,2024-08,204379,1489,306,1
Asturias,2024-09,186986,1396,1173,1
Asturias,2024-10,172882,1367,425,1
Asturias,2024-11,142085,1119,1649,1
Asturias,2024-12,154880,1196,71,1
Badajoz,2015-01,2307,140,0,1
Badajoz,2015-02,2846,162,0,1
Badajoz,2015-03,2846,162,0,1
Badajoz,2015-04,2630,150,0,1
Badajoz,2015-05,3015,286,0,1
Badajoz,2015-06,2735,169,0,1
Badajoz,2015-07,4065,221,0,1
Badajoz,2015-08,1398,74,0,1
Badajoz,2015-09,296,56,0,1
Badajoz,2015-10,221,46,0,1
Badajoz,2015-11,184,39,0,1
Badajoz,2015-12,390,26,0,1
Badajoz,2016-01,138,48,0,1
Badajoz,2016-02,991,66,0,1
Badajoz,2016-03,2690,123,0,1
Badajoz,2016-04,2765,151,0,1
Badajoz,2016-05,3546,131,0,1
Badajoz,2016-06,2904,192,0,1
Badajoz,2016-07,4068,161,0,1
Badajoz,2016-08,4965,139,0,1
Badajoz,2016-09,2842,131,0,1
Badajoz,2016-10,2881,147,0,1
Badajoz,2016-11,2262,150,0,1
Badajoz,2016-12,2911,124,0,1
Badajoz,2017-01,2544,133,0,1
Badajoz,2017-02,2672,125,0,1
Badajoz,2017-03,3408,128,0,1
Badajoz,2017-04,6850,158,0,1
Badajoz,2017-05,3465,179,0,1
Badajoz,2017-06,3580,141,0,1
Badajoz,2017-07,4176,157,0,1
Badajoz,2017-08,5804,156,0,1
Badajoz,2017-09,3948,188,0,1
Badajoz,2017-10,4313,191,0,1
Badajoz,2017-11,4793,164,0,1
Badajoz,2017-12,3751,145,0,1
Badajoz,2018-01,3195,131,0,1
Badajoz,2018-02,3006,137,0,1
Badajoz,2018-03,4094,119,0,1
Badajoz,2018-04,4408,163,0,1
Badajoz,2018-05,4967,196,0,1
Badajoz,2018-06,3536,161,0,1
Badajoz,2018-07,3650,176,0,1
Badajoz,2018-08,5208,170,0,1
Badajoz,2018-09,3886,176,0,1
Badajoz,2018-10,4920,197,0,1
Badajoz,2018-11,6974,198,0,1
Badajoz,2018-12,4224,161,0,1
Badajoz,2019-01,5205,221,0,1
Badajoz,2019-02,5557,193,0,1
Badajoz,2019-03,6928,235,0,1
Badajoz,2019-04,6646,230,0,1
Badajoz,2019-05,6132,198,0,1
Badajoz,2019-06,6135,283,0,1
Badajoz,2019-07,6840,311,0,1
Badajoz,2019-08,5027,244,0,1
Badajoz,2019-09,5948,255,0,1
Badajoz,2019-10,6500,253,0,1
Badajoz,2019-11,6690,222,0,1
Badajoz,2019-12,7808,235,0,1
Badajoz,2020-01,7189,264,0,1
Badajoz,2020-02,6501,235,0,1
Badajoz,2020-03,3182,127,0,1
Badajoz,2020-04,0,0,0,1
Badajoz,2020-05,4,2,0,1
Badajoz,2020-06,556,97,0,1
Badajoz,2020-07,2982,240,0,1
Badajoz,2020-08,2460,224,0,1
Badajoz,2020-09,1736,144,0,1
Badajoz,2020-10,1816,113,0,1
Badajoz,2020-11,1574,104,0,1
Badajoz,2020-12,1999,94,0,1
Badajoz,2021-01,1566,90,0,1
Badajoz,2021-02,1210,88,0,1
Badajoz,2021-03,1944,114,0,1
Badajoz,2021-04,1548,68,0,1
Badajoz,2021-05,2179,134,0,1
Badajoz,2021-06,2393,110,0,1
Badajoz,2021-07,6771,271,0,1
Badajoz,2021-08,7475,287,0,1
Badajoz,2021-09,4372,205,0,1
Badajoz,2021-10,4411,199,0,1
Badajoz,2021-11,3719,160,0,1
Badajoz,2021-12,4587,161,0,1
Badajoz,2022-01,3539,163,0,1
Badajoz,2022-02,3136,168,0,1
Badajoz,2022-03,6441,203,0,1
Badajoz,2022-04,5766,189,0,1
Badajoz,2022-05,5586,231,0,1
Badajoz,2022-06,5166,269,0,1
Badajoz,2022-07,5627,298,0,1
Badajoz,2022-08,6407,284,0,1
Badajoz,2022-09,5562,235,0,1
Badajoz,2022-10,5479,230,0,1
Badajoz,2022-11,6155,261,0,1
Badajoz,2022-12,6942,184,0,1
Badajoz,2023-01,5550,237,0,1
Badajoz,2023-02,5815,257,0,1
Badajoz,2023-03,7318,261,0,1
Badajoz,2023-04,8418,257,0,1
Badajoz,2023-05,7351,249,0,1
Badajoz,2023-06,5923,339,0,1
Badajoz,2023-07,6936,297,0,1
Badajoz,2023-08,7173,295,0,1
Badajoz,2023-09,6162,294,0,1
Badajoz,2023-10,6855,228,0,1
Badajoz,2023-11,6061,188,0,1
Badajoz,2023-12,6692,223,0,1
Badajoz,2024-01,5963,257,0,1
Badajoz,2024-02,6808,237,0,1
Badajoz,2024-03,8976,243,0,1
Badajoz,2024-04,7882,321,0,1
Badajoz,2024-05,8116,259,0,1
Badajoz,2024-06,7813,319,0,1
Badajoz,2024-07,8474,408,0,1
Badajoz,2024-08,7765,352,0,1
Badajoz,2024-09,7236,332,0,1
Badajoz,2024-10,7258,247,0,1
Badajoz,2024-11,6748,216,0,1
Badajoz,2024-12,8422,257,0,1
Barcelona,2015-01,2203477,20356,7804990,2
Barcelona,2015-02,2892711,23966,10171928,2
Barcelona,2015-03,2892711,23966,10171928,2
Barcelona,2015-04,3329630,27235,9201224,2
Barcelona,2015-05,3605487,29729,9666641,2
Barcelona,2015-06,3815768,30712,9916852,2
Barcelona,2015-07,4257890,32604,10396228,2
Barcelona,2015-08,4400104,31746,9140680,2
Barcelona,2015-09,3974945,29633,9856047,2
Barcelona,2015-10,3622098,27950,11070295,2
Barcelona,2015-11,2789195,23178,10726796,2
Barcelona,2015-12,2605067,22203,10520226,2
Barcelona,2016-01,2517544,21733,9323556,2
Barcelona,2016-02,2672499,22184,10428610,2
Barcelona,2016-03,3301785,26123,11486354,2
Barcelona,2016-04,3622738,29271,12180724,2
Barcelona,2016-05,4049421,31745,11456620,2
Barcelona,2016-06,4198284,32341,11157553,2
Barcelona,2016-07,4668770,34729,10857001,2
Barcelona,2016-08,4701784,33672,10198274,2
Barcelona,2016-09,4360336,32459,11654881,2
Barcelona,2016-10,4019136,30139,13339068,2
Barcelona,2016-11,3043940,24953,11863278,2
Barcelona,2016-12,3002897,24518,11869766,2
Barcelona,2017-01,2804042,22958,10330162,2
Barcelona,2017-02,2801770,22632,10681993,2
Barcelona,2017-03,3467079,27783,13670723,2
Barcelona,2017-04,4114563,31052,11780561,2
Barcelona,2017-05,4326465,34283,13102071,2
Barcelona,2017-06,4585711,34444,12432178,2
Barcelona,2017-07,5041996,36475,13705009,2
Barcelona,2017-08,4944362,35203,13362182,2
Barcelona,2017-09,4638102,33863,13893964,2
Barcelona,2017-10,4174918,32946,15515008,2
Barcelona,2017-11,3195817,27185,14462919,2
Barcelona,2017-12,3194065,25972,13168534,2
Barcelona,2018-01,3058552,25305,12255902,2
Barcelona,2018-02,3034372,24202,11799097,2
Barcelona,2018-03,3835084,29173,14126006,2
Barcelona,2018-04,4242266,32255,13693033,2
Barcelona,2018-05,4550081,34814,14428589,2
Barcelona,2018-06,4809832,35565,14863956,2
Barcelona,2018-07,5166954,37155,15476261,2
Barcelona,2018-08,5149760,35735,13827261,2
Barcelona,2018-09,4844347,35590,14818474,2
Barcelona,2018-10,4542714,34069,17780313,2
Barcelona,2018-11,3444761,27363,15112312,2
Barcelona,2018-12,3498506,28519,14757904,2
Barcelona,2019-01,3275200,27294,12978258,2
Barcelona,2019-02,3268022,26501,12353762,2
Barcelona,2019-03,3967936,30186,15801602,2
Barcelona,2019-04,4523053,33129,13971159,2
Barcelona,2019-05,4682479,35796,14606987,2
Barcelona,2019-06,5106855,36773,13494282,2
Barcelona,2019-07,5361801,38542,15755750,2
Barcelona,2019-08,5411609,37157,13187637,2
Barcelona,2019-09,5107429,36585,15921338,2
Barcelona,2019-10,4646382,35306,17307629,2
Barcelona,2019-11,3675008,29307,16111642,2
Barcelona,2019-12,3667748,28650,15307863,2
Barcelona,2020-01,3396722,27181,13768977,2
Barcelona,2020-02,3281286,27059,13509196,2
Barcelona,2020-03,1417242,15480,10014432,2
Barcelona,2020-04,25307,1738,4936562,2
Barcelona,2020-05,47040,2497,6444737,2
Barcelona,2020-06,149158,6916,6835440,2
Barcelona,2020-07,873437,15657,9320571,2
Barcelona,2020-08,1111072,18256,8124918,2
Barcelona,2020-09,844805,14904,9946501,2
Barcelona,2020-10,712651,13376,11142638,2
Barcelona,2020-11,341759,9428,10189674,2
Barcelona,2020-12,541727,10798,10216150,2
Barcelona,2021-01,411656,9166,9485490,2
Barcelona,2021-02,286718,7651,9007669,2
Barcelona,2021-03,424003,10448,11234648,2
Barcelona,2021-04,482059,10808,10345180,2
Barcelona,2021-05,852774,14646,10557225,2
Barcelona,2021-06,1375266,18311,11045317,2
Barcelona,2021-07,2272948,25062,11836583,2
Barcelona,2021-08,2854126,25829,10604259,2
Barcelona,2021-09,2635018,24571,12279866,2
Barcelona,2021-10,2685488,24650,12937501,2
Barcelona,2021-11,2344238,21513,13122873,2
Barcelona,2021-12,2256353,22697,13675186,2
Barcelona,2022-01,1702130,19601,10786435,2
Barcelona,2022-02,1983864,19353,11421677,2
Barcelona,2022-03,2701782,22573,13542495,2
Barcelona,2022-04,3522246,28744,12041322,2
Barcelona,2022-05,3819390,31777,13701167,2
Barcelona,2022-06,4066716,31500,13208062,2
Barcelona,2022-07,4432519,33073,14523853,2
Barcelona,2022-08,4465292,30941,13324230,2
Barcelona,2022-09,4209858,31031,13797092,2
Barcelona,2022-10,4194110,31668,13728111,2
Barcelona,2022-11,3244432,25950,13306495,2
Barcelona,2022-12,3305175,26115,12218961,2
Barcelona,2023-01,3079252,24512,10638353,2
Barcelona,2023-02,3133150,24493,11999337,2
Barcelona,2023-03,3763249,28338,13515839,2
Barcelona,2023-04,4202597,31275,12326849,2
Barcelona,2023-05,4477605,33019,13498089,2
Barcelona,2023-06,4463642,32559,12603749,2
Barcelona,2023-07,4937669,35039,13463652,2
Barcelona,2023-08,4975238,33257,12857377,2
Barcelona,2023-09,4591642,32527,13504465,2
Barcelona,2023-10,4587922,33002,14445290,2
Barcelona,2023-11,3831873,28698,13840559,2
Barcelona,2023-12,3873267,30364,13809752,2
Barcelona,2024-01,3508103,27926,13643668,2
Barcelona,2024-02,3652519,28227,14703792,2
Barcelona,2024-03,4282390,31416,15345064,2
Barcelona,2024-04,4601527,34314,14861951,2
Barcelona,2024-05,4993673,37275,15804515,2
Barcelona,2024-06,5058041,36689,14766011,2
Barcelona,2024-07,5382713,38658,16078049,2
Barcelona,2024-08,5416049,36909,14849959,2
Barcelona,2024-09,5063094,36379,14713452,2
Barcelona,2024-10,4964829,36521,16996085,2
Barcelona,2024-11,4048866,30857,15157038,2
Barcelona,2024-12,4072655,31502,14803769,2
Bizkaia,2015-01,230303,2736,208615,1
Bizkaia,2015-02,318598,3431,243437,1
Bizkaia,2015-03,318598,3431,243437,1
Bizkaia,2015-04,376026,3845,238313,1
Bizkaia,2015-05,368295,3974,245976,1
Bizkaia,2015-06,405695,4252,270844,1
Bizkaia,2015-07,468786,4403,284159,1
Bizkaia,2015-08,454206,3997,181582,1
Bizkaia,2015-09,417475,4061,257422,1
Bizkaia,2015-10,380751,3968,246064,1
Bizkaia,2015-11,307195,3332,239630,1
Bizkaia,2015-12,295520,3059,233406,1
Bizkaia,2016-01,260236,2926,214420,1
Bizkaia,2016-02,281768,3135,215210,1
Bizkaia,2016-03,359845,3614,249472,1
Bizkaia,2016-04,375725,3847,261760,1
Bizkaia,2016-05,407552,4024,281014,1
Bizkaia,2016-06,435156,4123,285722,1
Bizkaia,2016-07,500937,4481,251019,1
Bizkaia,2016-08,469067,4209,213955,1
Bizkaia,2016-09,439266,4131,282520,1
Bizkaia,2016-10,401241,3945,247488,1
Bizkaia,2016-11,342400,3431,244813,1
Bizkaia,2016-12,315146,3239,226904,1
Bizkaia,2017-01,285200,3132,226287,1
Bizkaia,2017-02,296266,3215,233903,1
Bizkaia,2017-03,372218,3897,282285,1
Bizkaia,2017-04,437592,4163,227295,1
Bizkaia,2017-05,453217,4459,290403,1
Bizkaia,2017-06,484829,4405,131859,1
Bizkaia,2017-07,513015,4321,86168,1
Bizkaia,2017-08,473648,4013,79819,1
Bizkaia,2017-09,476756,4331,109188,1
Bizkaia,2017-10,459987,4254,116734,1
Bizkaia,2017-11,376651,3543,106965,1
Bizkaia,2017-12,344430,3257,65483,1
Bizkaia,2018-01,300116,3133,70652,1
Bizkaia,2018-02,323977,3202,74429,1
Bizkaia,2018-03,406937,3844,88962,1
Bizkaia,2018-04,479337,4454,86366,1
Bizkaia,2018-05,512255,4693,125135,1
Bizkaia,2018-06,520576,4633,108804,1
Bizkaia,2018-07,555755,4716,108440,1
Bizkaia,2018-08,523101,4367,95468,1
Bizkaia,2018-09,523619,4620,95007,1
Bizkaia,2018-10,521121,4687,195890,1
Bizkaia,2018-11,420706,3970,100767,1
Bizkaia,2018-12,381906,3647,65669,1
Bizkaia,2019-01,334070,3486,80809,1
Bizkaia,2019-02,345890,3491,74368,1
Bizkaia,2019-03,441745,4007,94548,1
Bizkaia,2019-04,526331,4553,93251,1
Bizkaia,2019-05,543069,4900,90065,1
Bizkaia,2019-06,584053,4874,71035,1
Bizkaia,2019-07,603139,4930,77669,1
Bizkaia,2019-08,566611,4396,66877,1
Bizkaia,2019-09,583128,4909,84066,1
Bizkaia,2019-10,548981,4712,89062,1
Bizkaia,2019-11,431277,3755,81567,1
Bizkaia,2019-12,397526,3578,76254,1
Bizkaia,2020-01,350837,3429,83035,1
Bizkaia,2020-02,371193,3501,68286,1
Bizkaia,2020-03,173095,2304,36895,1
Bizkaia,2020-04,1415,248,123,1
Bizkaia,2020-05,1996,364,58,1
Bizkaia,2020-06,11594,386,7232,1
Bizkaia,2020-07,150866,1955,30357,1
Bizkaia,2020-08,219507,2447,31696,1
Bizkaia,2020-09,161337,2066,31327,1
Bizkaia,2020-10,134508,1659,39477,1
Bizkaia,2020-11,40877,972,26978,1
Bizkaia,2020-12,72786,1165,29025,1
Bizkaia,2021-01,57539,986,22179,1
Bizkaia,2021-02,37198,674,23294,1
Bizkaia,2021-03,53354,959,37731,1
Bizkaia,2021-04,61067,1113,21212,1
Bizkaia,2021-05,104386,1437,27946,1
Bizkaia,2021-06,225012,2375,36171,1
Bizkaia,2021-07,354710,3411,66292,1
Bizkaia,2021-08,408609,3507,43193,1
Bizkaia,2021-09,359572,3179,40299,1
Bizkaia,2021-10,358692,3193,55022,1
Bizkaia,2021-11,284520,2673,49492,1
Bizkaia,2021-12,276405,2922,49410,1
Bizkaia,2022-01,183141,2229,52598,1
Bizkaia,2022-02,212668,2224,44239,1
Bizkaia,2022-03,294759,2902,57046,1
Bizkaia,2022-04,440118,4006,56564,1
Bizkaia,2022-05,466933,4362,64755,1
Bizkaia,2022-06,534574,4515,72207,1
Bizkaia,2022-07,580572,4672,48748,1
Bizkaia,2022-08,572094,4319,37701,1
Bizkaia,2022-09,548960,4527,61856,1
Bizkaia,2022-10,517226,4448,61794,1
Bizkaia,2022-11,382762,3335,60953,1
Bizkaia,2022-12,395777,3380,53178,1
Bizkaia,2023-01,339841,3134,59217,1
Bizkaia,2023-02,348667,3075,60592,1
Bizkaia,2023-03,431540,3676,58900,1
Bizkaia,2023-04,531494,4466,62353,1
Bizkaia,2023-05,571040,4780,76681,1
Bizkaia,2023-06,604112,4761,65039,1
Bizkaia,2023-07,680002,5136,67034,1
Bizkaia,2023-08,664039,4827,52252,1
Bizkaia,2023-09,631054,5118,60659,1
Bizkaia,2023-10,611659,5016,67989,1
Bizkaia,2023-11,452302,3686,65498,1
Bizkaia,2023-12,470615,3773,54603,1
Bizkaia,2024-01,380327,3257,67576,1
Bizkaia,2024-02,410745,3256,71243,1
Bizkaia,2024-03,507560,3915,72451,1
Bizkaia,2024-04,592268,4682,80613,1
Bizkaia,2024-05,615977,4831,92441,1
Bizkaia,2024-06,653238,4908,85357,1
Bizkaia,2024-07,686039,5159,74334,1
Bizkaia,2024-08,668814,4760,68982,1
Bizkaia,2024-09,663116,5095,72604,1
Bizkaia,2024-10,624262,4754,94119,1
Bizkaia,2024-11,482219,3951,78215,1
Bizkaia,2024-12,493080,3971,69623,1
Burgos,2015-01,738,124,0,1
Burgos,2015-02,1426,163,0,1
Burgos,2015-03,1426,163,0,1
Burgos,2015-04,1832,170,0,1
Burgos,2015-05,944,272,0,1
Burgos,2015-06,871,220,0,1
Burgos,2015-07,586,273,0,1
Burgos,2015-08,548,280,0,1
Burgos,2015-09,510,199,0,1
Burgos,2015-10,278,123,0,1
Burgos,2015-11,240,103,0,1
Burgos,2015-12,296,125,0,1
Burgos,2016-01,110,44,0,1
Burgos,2016-02,189,72,0,1
Burgos,2016-03,259,80,0,1
Burgos,2016-04,315,107,0,1
Burgos,2016-05,401,138,0,1
Burgos,2016-06,640,245,350,1
Burgos,2016-07,521,209,0,1
Burgos,2016-08,695,246,0,1
Burgos,2016-09,520,194,0,1
Burgos,2016-10,577,236,0,1
Burgos,2016-11,230,86,0,1
Burgos,2016-12,225,93,0,1
Burgos,2017-01,178,68,0,1
Burgos,2017-02,266,98,0,1
Burgos,2017-03,256,103,0,1
Burgos,2017-04,573,204,0,1
Burgos,2017-05,490,178,0,1
Burgos,2017-06,464,191,0,1
Burgos,2017-07,965,474,0,1
Burgos,2017-08,921,358,0,1
Burgos,2017-09,780,321,0,1
Burgos,2017-10,483,188,0,1
Burgos,2017-11,447,135,0,1
Burgos,2017-12,130,48,0,1
Burgos,2018-01,212,73,0,1
Burgos,2018-02,251,80,0,1
Burgos,2018-03,230,74,0,1
Burgos,2018-04,286,106,0,1
Burgos,2018-05,461,168,0,1
Burgos,2018-06,1164,186,0,1
Burgos,2018-07,1637,299,0,1
Burgos,2018-08,2016,402,0,1
Burgos,2018-09,1493,321,0,1
Burgos,2018-10,1392,204,0,1
Burgos,2018-11,600,91,0,1
Burgos,2018-12,599,108,1600,1
Burgos,2019-01,732,89,0,1
Burgos,2019-02,923,198,10395,1
Burgos,2019-03,1851,342,22425,1
Burgos,2019-04,1753,164,0,1
Burgos,2019-05,1459,330,5898,1
Burgos,2019-06,1716,352,0,1
Burgos,2019-07,1642,253,0,1
Burgos,2019-08,2092,358,0,1
Burgos,2019-09,1406,249,0,1
Burgos,2019-10,1371,213,0,1
Burgos,2019-11,1261,279,400,1
Burgos,2019-12,1481,394,528,1
Burgos,2020-01,1699,528,0,1
Burgos,2020-02,3025,1051,0,1
Burgos,2020-03,1684,453,0,1
Burgos,2020-04,122,40,0,1
Burgos,2020-05,273,124,0,1
Burgos,2020-06,2933,1589,0,1
Burgos,2020-07,3204,1833,56,1
Burgos,2020-08,3254,1764,0,1
Burgos,2020-09,2701,1339,0,1
Burgos,2020-10,2102,975,0,1
Burgos,2020-11,2159,1223,0,1
Burgos,2020-12,383,403,0,1
Burgos,2021-01,473,425,0,1
Burgos,2021-02,360,1287,0,1
Burgos,2021-03,471,1806,0,1
Burgos,2021-04,537,1336,0,1
Burgos,2021-05,604,1846,0,1
Burgos,2021-06,732,1595,0,1
Burgos,2021-07,1047,1855,0,1
Burgos,2021-08,1448,1908,0,1
Burgos,2021-09,980,1707,200,1
Burgos,2021-10,1026,1608,0,1
Burgos,2021-11,1015,990,0,1
Burgos,2021-12,468,598,0,1
Burgos,2022-01,151,1392,0,1
Burgos,2022-02,174,1468,300,1
Burgos,2022-03,131,1090,0,1
Burgos,2022-04,273,1315,0,1
Burgos,2022-05,319,2231,0,1
Burgos,2022-06,183,1860,0,1
Burgos,2022-07,240,1919,0,1
Burgos,2022-08,237,1700,0,1
Burgos,2022-09,124,1576,0,1
Burgos,2022-10,120,1461,0,1
Burgos,2022-11,78,1329,0,1
Burgos,2022-12,68,618,0,1
Burgos,2023-01,79,845,0,1
Burgos,2023-02,647,1548,0,1
Burgos,2023-03,957,2236,0,1
Burgos,2023-04,245,2239,0,1
Burgos,2023-05,244,2398,0,1
Burgos,2023-06,312,1971,0,1
Burgos,2023-07,272,2379,0,1
Burgos,2023-08,239,2163,0,1
Burgos,2023-09,617,1970,0,1
Burgos,2023-10,124,1556,0,1
Burgos,2023-11,108,1708,0,1
Burgos,2023-12,212,1152,0,1
Burgos,2024-01,298,1431,0,1
Burgos,2024-02,91,1846,0,1
Burgos,2024-03,154,1744,0,1
Burgos,2024-04,668,2242,0,1
Burgos,2024-05,241,2229,0,1
Burgos,2024-06,168,2088,0,1
Burgos,2024-07,236,2554,0,1
Burgos,2024-08,288,2505,0,1
Burgos,2024-09,235,1812,0,1
Burgos,2024-10,75,1390,0,1
Burgos,2024-11,27,1890,0,1
Burgos,2024-12,14,809,0,1
Cadiz,2015-01,22334,2684,4039,1
Cadiz,2015-02,48507,3364,11,2
Cadiz,2015-03,48507,3364,11,2
Cadiz,2015-04,74519,3888,62,1
Cadiz,2015-05,91792,4213,1,2
Cadiz,2015-06,92498,3813,1,2
Cadiz,2015-07,97277,4005,0,2
Cadiz,2015-08,104893,4656,0,2
Cadiz,2015-09,98236,4190,58,2
Cadiz,2015-10,95382,3463,106,2
Cadiz,2015-11,42263,3642,0,1
Cadiz,2015-12,28246,2284,0,2
Cadiz,2016-01,26447,2827,0,2
Cadiz,2016-02,33805,3256,0,2
Cadiz,2016-03,56582,3934,0,2
Cadiz,2016-04,80871,3989,38,2
Cadiz,2016-05,101209,4513,0,2
Cadiz,2016-06,100836,5283,85,2
Cadiz,2016-07,104838,5216,41,2
Cadiz,2016-08,109004,4933,2,2
Cadiz,2016-09,107725,4351,0,2
Cadiz,2016-10,107386,4281,66,2
Cadiz,2016-11,52338,3944,51,2
Cadiz,2016-12,36024,2823,0,2
Cadiz,2017-01,32849,3839,40,2
Cadiz,2017-02,38725,3011,0,2
Cadiz,2017-03,59725,4139,226,2
Cadiz,2017-04,86941,3910,0,2
Cadiz,2017-05,112903,4322,0,2
Cadiz,2017-06,118149,4423,128,2
Cadiz,2017-07,129179,4910,0,2
Cadiz,2017-08,122267,4932,55,2
Cadiz,2017-09,124524,4663,0,2
Cadiz,2017-10,123673,4805,35,2
Cadiz,2017-11,61501,4053,94,2
Cadiz,2017-12,46683,2996,0,2
Cadiz,2018-01,42710,3603,100,2
Cadiz,2018-02,50204,3617,48,2
Cadiz,2018-03,68369,3154,82,2
Cadiz,2018-04,103963,4541,24,2
Cadiz,2018-05,124003,5323,0,2
Cadiz,2018-06,127561,5415,0,2
Cadiz,2018-07,136158,5396,0,2
Cadiz,2018-08,135301,5184,25,2
Cadiz,2018-09,130758,4857,0,2
Cadiz,2018-10,127528,5004,0,2
Cadiz,2018-11,67749,4520,0,2
Cadiz,2018-12,51261,3573,0,2
Cadiz,2019-01,47328,4177,0,2
Cadiz,2019-02,51143,4814,24,2
Cadiz,2019-03,79297,4809,1,2
Cadiz,2019-04,106304,4557,0,2
Cadiz,2019-05,127389,5260,108,2
Cadiz,2019-06,128337,5684,0,2
Cadiz,2019-07,132190,5583,0,2
Cadiz,2019-08,135903,5268,20,2
Cadiz,2019-09,129471,5055,69,2
Cadiz,2019-10,121570,5476,0,2
Cadiz,2019-11,54079,4049,88,2
Cadiz,2019-12,45881,3100,23,2
Cadiz,2020-01,43865,3774,90,2
Cadiz,2020-02,46056,5162,0,2
Cadiz,2020-03,26512,2439,0,2
Cadiz,2020-04,606,198,0,2
Cadiz,2020-05,472,442,0,2
Cadiz,2020-06,3064,2825,0,2
Cadiz,2020-07,29161,5360,0,2
Cadiz,2020-08,33939,5079,8,2
Cadiz,2020-09,19899,4572,2,2
Cadiz,2020-10,15307,4560,3,2
Cadiz,2020-11,8414,3348,0,2
Cadiz,2020-12,12581,1862,0,2
Cadiz,2021-01,9433,2962,0,2
Cadiz,2021-02,8295,4104,0,2
Cadiz,2021-03,10633,4627,0,2
Cadiz,2021-04,11069,3968,0,2
Cadiz,2021-05,20429,4347,0,2
Cadiz,2021-06,34997,4217,4,2
Cadiz,2021-07,66399,4059,0,2
Cadiz,2021-08,73316,3559,155,2
Cadiz,2021-09,75180,3421,115,2
Cadiz,2021-10,79658,3602,100,2
Cadiz,2021-11,50472,3409,0,2
Cadiz,2021-12,34297,2251,81,2
Cadiz,2022-01,24345,2868,0,2
Cadiz,2022-02,30231,3341,0,2
Cadiz,2022-03,49557,3482,0,2
Cadiz,2022-04,82482,3845,1612,2
Cadiz,2022-05,99335,4574,5,2
Cadiz,2022-06,102352,4454,0,2
Cadiz,2022-07,115864,3914,0,2
Cadiz,2022-08,125713,4184,0,2
Cadiz,2022-09,115432,4107,22,2
Cadiz,2022-10,108896,4794,0,2
Cadiz,2022-11,54383,3841,1797,2
Cadiz,2022-12,48852,1977,0,2
Cadiz,2023-01,41955,3503,1,2
Cadiz,2023-02,43495,4041,0,2
Cadiz,2023-03,64005,4728,100,2
Cadiz,2023-04,92294,4936,74,2
Cadiz,2023-05,102261,5042,0,2
Cadiz,2023-06,100491,4493,0,2
Cadiz,2023-07,103833,4091,0,2
Cadiz,2023-08,102384,4538,14,2
Cadiz,2023-09,102418,4514,0,2
Cadiz,2023-10,100058,4940,7,2
Cadiz,2023-11,48331,4439,0,2
Cadiz,2023-12,44761,3156,0,2
Cadiz,2024-01,36706,3388,0,2
Cadiz,2024-02,47836,4103,0,2
Cadiz,2024-03,64808,4239,0,2
Cadiz,2024-04,90984,5420,0,2
Cadiz,2024-05,105662,5419,0,2
Cadiz,2024-06,107278,4980,0,2
Cadiz,2024-07,104789,5384,0,2
Cadiz,2024-08,111169,5310,0,2
Cadiz,2024-09,110128,4973,0,2
Cadiz,2024-10,103979,4204,0,2
Cadiz,2024-11,53540,4597,0,2
Cadiz,2024-12,46609,3238,0,2
Cantabria,2015-01,39240,585,63,1
Cantabria,2015-02,52521,729,0,1
Cantabria,2015-03,52521,729,0,1
Cantabria,2015-04,83741,1003,251,1
Cantabria,2015-05,83206,1018,0,1
Cantabria,2015-06,88464,1117,4,1
Cantabria,2015-07,107013,1220,0,1
Cantabria,2015-08,104768,1122,0,1
Cantabria,2015-09,97071,1072,0,1
Cantabria,2015-10,85613,944,0,1
Cantabria,2015-11,48587,718,0,1
Cantabria,2015-12,44995,698,0,1
Cantabria,2016-01,42815,580,0,1
Cantabria,2016-02,47292,643,0,1
Cantabria,2016-03,54785,694,0,1
Cantabria,2016-04,66647,817,499,1
Cantabria,2016-05,70911,886,0,1
Cantabria,2016-06,75895,957,126,1
Cantabria,2016-07,86472,1055,0,1
Cantabria,2016-08,83049,1009,0,1
Cantabria,2016-09,79342,1014,0,1
Cantabria,2016-10,68239,847,0,1
Cantabria,2016-11,51445,655,0,1
Cantabria,2016-12,51426,665,0,1
Cantabria,2017-01,47829,612,0,1
Cantabria,2017-02,48373,626,0,1
Cantabria,2017-03,62954,854,0,1
Cantabria,2017-04,84008,1071,0,1
Cantabria,2017-05,82844,942,0,1
Cantabria,2017-06,90672,1064,0,1
